EOG actualPrice$,EOG predictedPrice$,Percentage Error%
37.450001,36.361083984375,2.907655504802257
50.52,50.259986877441406,0.5146736392687982
96.5,97.43631744384766,0.9702771438835815
87.040001,89.63916778564453,2.986175041110727
90.300003,92.37501525878906,2.29790940182921
92.370003,90.96493530273438,1.5211298599455736
74.790001,72.94927978515625,2.46118624178619
90.610001,87.42546081542969,3.5145570570850224
101.440002,101.73079681396484,0.2866668062219053
29.76,34.3262825012207,15.343691200338377
69.089996,68.51485443115234,0.8324527459050013
34.860001000000004,35.389949798583984,1.5202202621393508
116.790001,116.93174743652344,0.12136864055976312
117.760002,116.9281005859375,0.7064380094546024
116.83000200000001,117.91891479492188,0.9320489397251466
77.779999,77.10382080078125,0.869347143111629
98.870003,98.32456970214844,0.5516671197547749
72.480003,71.78334045410156,0.961178969457871
88.599998,92.26899719238281,4.141082703391046
38.810001,40.54566192626953,4.472200158586782
117.970001,117.91990661621094,0.04246366310453692
46.880001,52.70481491088867,12.424944084128052
50.66,50.13286590576172,1.0405331508848754
91.199997,90.9310531616211,0.2948945693264688
115.910004,114.93844604492188,0.8382002601588433
117.410004,118.60072326660156,1.0141548641813876
72.260002,71.18350982666016,1.489748330397007
73.660004,76.03146362304688,3.2194671385666425
83.089996,83.4924087524414,0.48430950994558597
79.389999,79.47994232177734,0.11329301286090288
38.639998999999996,38.88308334350586,0.6291002841533806
69.709999,69.19635772705078,0.7368258217149236
81.029999,80.06477355957031,1.1911951775165284
88.57,86.70914459228516,2.1009996699953
119.449997,116.5199203491211,2.4529733984663915
40.709998999999996,40.69087219238281,0.04698307071239126
85.110001,83.75426483154297,1.5929222800232703
98.470001,100.4446029663086,2.005282772677739
71.940002,70.09147644042969,2.5695378206554946
92.650002,95.32623291015625,2.888538426751733
71.660004,72.65089416503906,1.3827659918063384
46.580002,48.41781997680664,3.9455085828606027
88.470001,88.69554901123047,0.25494292831586207
99.82,101.4949951171875,1.6780155451688108
46.849998,46.619285583496094,0.49244914909901516
94.550003,94.08112335205078,0.4959065394733224
36.709998999999996,35.714866638183594,2.710793758987579
87.199997,87.19169616699219,0.009519304235536506
90.07,91.3680191040039,1.4411225757787423
123.900002,122.04501342773438,1.4971658937226051
79.370003,80.42498779296875,1.329198378597457
93.019997,94.7972183227539,1.9105798538715313
88.790001,87.7215805053711,1.2033117272167955
83.690002,85.01640319824219,1.58489803625788
93.129997,94.1229476928711,1.0661985663664209
90.900002,88.77999114990234,2.332245108308861
39.169998,38.189273834228516,2.503763635044056
39.889998999999996,38.23445129394531,4.150282646170745
73.470001,71.0356674194336,3.3133708281375998
43.139998999999996,42.876373291015625,0.6110934517740044
34.540001000000004,37.40728759765625,8.301350650384306
84.139999,83.70552062988281,0.5163755351568171
94.83000200000001,96.02342224121094,1.258483830055102
66.029999,62.747459411621094,4.971285231094597
34.889998999999996,38.48640441894531,10.307840418525998
96.660004,97.09492492675781,0.44994921245586933
99.029999,100.09994506835938,1.0804262134339426
90.559998,89.8813705444336,0.7493677899224328
102.550003,102.63750457763672,0.08532576799311742
94.83000200000001,89.90394592285156,5.194617708801108
101.839996,101.63272094726562,0.20353010690846285
122.260002,121.40083312988281,0.7027391265028669
75.959999,75.71440887451172,0.323315072039795
92.139999,93.22880554199219,1.1816871649761842
74.839996,74.83039093017578,0.012834139948668688
93.43,93.58683776855469,0.1678666044682443
81.489998,82.1648178100586,0.8281013947976706
100.75,100.91221618652344,0.16100862185949133
116.940002,115.85084533691406,0.9313807460734816
90.260002,91.0966567993164,0.9269386004627014
83.08000200000001,83.24703979492188,0.20105656102640382
51.150002,53.452850341796875,4.502147119753533
75.139999,77.16203308105469,2.6910222357797533
103.540001,101.6268539428711,1.8477371437623513
90.550003,91.31874084472656,0.8489650129846584
105.339996,104.82794189453125,0.4860965681722157
67.699997,65.94789123535156,2.5880440801916635
101.360001,102.2413330078125,0.8695067078901303
99.639999,100.04682922363281,0.4083001081049884
119.68,116.03026580810547,3.0495773662220405
88.440002,84.73072814941406,4.194113259502124
69.309998,69.47296142578125,0.23512253712841963
42.23,42.64947509765625,0.9933106740616935
81.75,79.80724334716797,2.3764607374092126
96.57,96.95530700683594,0.39899244779532395
103.870003,101.49488830566406,2.286622341135327
54.810001,51.69469451904297,5.683828542453467
82.660004,81.03195190429688,1.9695765992258185
106.349998,103.515625,2.6651368625319574
71.050003,72.20982360839844,1.63240050587814
77.809998,76.10945129394531,2.1855118233709256
55.369999,54.51941680908203,1.5361788085240324
101.709999,102.85167694091797,1.1224834845568847
86.440002,91.2709732055664,5.5888143148890705
90.400002,93.56568908691406,3.5018661691114366
45.389998999999996,46.926368713378906,3.3848198881408007
105.209999,103.47509765625,1.6489890316888953
86.33000200000001,85.35025787353516,1.1348825480912779
36.93,34.589805603027344,6.336838334613204
104.389999,103.03695678710938,1.2961416092078208
74.480003,73.11471557617188,1.833092600477099
126.150002,121.50468444824219,3.6823761221643205
96.739998,97.19750213623047,0.47292138276710405
123.58000200000001,123.4550552368164,0.10110597277996582
52.73,51.80756759643555,1.749350281745591
93.5,94.18302917480469,0.7305124864221256
93.91999799999999,90.3336181640625,3.818547606802007
35.599998,36.04994201660156,1.2638877580879728
92.779999,93.70484924316406,0.99682070826931
74.220001,75.32232666015625,1.4852137500729132
45.290001000000004,39.40978240966797,12.983480813639273
80.129997,80.41531372070312,0.3560673048610272
81.269997,80.54148864746094,0.8964050442121538
102.08000200000001,103.47177124023438,1.3634102791596414
111.709999,112.21537780761719,0.45240248155153173
117.449997,118.21751403808594,0.6534840848790667
