t,Date,XOM,CVX,COP,EOG
485,12/18/17,82.940002,119.699997,52.34,99.910004
486,12/19/17,82.440002,119.839996,52.68,101.43
487,12/20/17,82.870003,120.889999,54.25,103.540001
488,12/21/17,83.849998,124.82,55.950001,106.349998
489,12/22/17,83.970001,124.980003,55.5,107.110001
490,12/26/17,83.980003,125.980003,56.23,109.410004
491,12/27/17,83.900002,125.550003,55.59,108.360001
492,12/28/17,84.019997,125.58000200000001,55.18,108.449997
493,12/29/17,83.639999,125.190002,54.889998999999996,107.910004
494,1/2/18,85.029999,127.58000200000001,55.32,109.300003
495,1/3/18,86.699997,128.509995,56.34,110.93
496,1/4/18,86.82,128.110001,56.990002000000004,110.949997
497,1/5/18,86.75,127.900002,56.880001,112.16999799999999
498,1/8/18,87.139999,128.529999,57.459998999999996,112.709999
499,1/9/18,86.769997,127.839996,57.93,111.709999
500,1/10/18,86.08000200000001,128.66000400000001,57.650002,112.010002
501,1/11/18,86.93,132.570007,59.18,115.139999
502,1/12/18,87.519997,133.600006,60.049999,115.699997
503,1/16/18,86.970001,132.009995,58.84,113.389999
504,1/17/18,88.0,132.360001,59.860001000000004,113.529999
505,1/18/18,87.43,131.58999599999999,59.759997999999996,114.239998
506,1/19/18,87.150002,131.300003,59.75,114.370003
507,1/22/18,88.25,132.559998,60.669998,116.82
508,1/23/18,88.300003,131.020004,60.470001,117.839996
509,1/24/18,88.529999,131.389999,60.490002000000004,118.470001
510,1/25/18,88.370003,130.649994,59.48,117.449997
511,1/26/18,89.0,131.190002,60.389998999999996,117.760002
512,1/29/18,88.010002,128.479996,59.66,116.58000200000001
513,1/30/18,86.779999,125.230003,58.459998999999996,115.16999799999999
514,1/31/18,87.300003,125.349998,58.810001,115.0
515,2/1/18,89.07,125.57,59.349998,116.519997
516,2/2/18,84.529999,118.58000200000001,57.720001,112.83000200000001
517,2/5/18,79.720001,112.620003,55.939999,109.559998
518,2/6/18,78.349998,117.18,55.939999,108.269997
519,2/7/18,76.940002,115.290001,55.630001,105.779999
520,2/8/18,76.07,112.300003,53.240002000000004,101.040001
521,2/9/18,75.779999,113.5,52.02,100.07
522,2/12/18,76.41999799999999,113.980003,53.41,103.139999
523,2/13/18,76.300003,113.290001,53.32,102.470001
524,2/14/18,76.459999,113.629997,55.509997999999996,106.760002
525,2/15/18,76.209999,112.529999,54.540001000000004,107.690002
526,2/16/18,76.540001,112.139999,54.650002,107.639999
527,2/20/18,75.75,110.980003,54.84,107.959999
528,2/21/18,74.889999,109.059998,53.75,105.809998
529,2/22/18,75.860001,109.889999,54.91,107.089996
530,2/23/18,77.529999,112.589996,57.049999,108.83000200000001
531,2/26/18,78.839996,114.599998,56.59,109.489998
532,2/27/18,77.5,113.610001,55.830002,106.940002
533,2/28/18,75.739998,111.91999799999999,54.310001,101.41999799999999
534,3/1/18,75.199997,112.040001,53.880001,101.18
535,3/2/18,75.550003,111.639999,54.060001,101.449997
536,3/5/18,76.269997,113.150002,53.990002000000004,101.809998
537,3/6/18,76.18,113.650002,54.060001,101.010002
538,3/7/18,74.260002,113.839996,54.07,100.870003
539,3/8/18,74.120003,113.349998,53.57,100.589996
540,3/9/18,74.559998,117.220001,55.060001,102.800003
541,3/12/18,75.239998,116.790001,54.740002000000004,100.650002
542,3/13/18,74.529999,116.459999,53.959998999999996,100.050003
543,3/14/18,73.599998,115.129997,53.959998999999996,99.889999
544,3/15/18,74.41999799999999,115.58000200000001,54.029999,98.650002
545,3/16/18,75.120003,115.400002,54.93,100.449997
546,3/19/18,74.150002,113.889999,53.57,98.470001
547,3/20/18,73.989998,114.5,54.700001,101.33000200000001
548,3/21/18,75.040001,117.040001,57.040001000000004,104.779999
549,3/22/18,73.5,113.699997,56.5,104.290001
550,3/23/18,72.889999,112.980003,57.740002000000004,105.860001
551,3/26/18,74.0,115.349998,59.080002,107.57
552,3/27/18,73.699997,114.660004,59.139998999999996,106.33000200000001
553,3/28/18,72.809998,112.099998,58.73,103.82
554,3/29/18,74.610001,114.040001,59.290001000000004,105.269997
555,4/2/18,73.220001,112.239998,58.09,102.93
556,4/3/18,75.019997,114.83000200000001,60.029999,105.07
557,4/4/18,74.870003,114.480003,59.560001,104.16999799999999
558,4/5/18,76.019997,117.290001,60.459998999999996,104.379997
559,4/6/18,74.870003,114.760002,59.259997999999996,101.93
560,4/9/18,74.870003,115.980003,60.619999,103.379997
561,4/10/18,77.07,118.849998,62.34,107.660004
562,4/11/18,77.43,119.25,63.23,109.400002
563,4/12/18,77.220001,119.230003,63.240002000000004,109.980003
564,4/13/18,77.839996,119.91999799999999,64.900002,111.019997
565,4/16/18,78.540001,120.699997,65.730003,111.019997
566,4/17/18,78.33000200000001,121.459999,66.510002,111.150002
567,4/18/18,79.220001,123.82,66.41999799999999,112.849998
568,4/19/18,79.41999799999999,123.709999,66.309998,114.040001
569,4/20/18,79.0,122.309998,65.790001,113.970001
570,4/23/18,79.57,123.58000200000001,65.480003,114.839996
571,4/24/18,78.349998,122.540001,65.309998,114.589996
572,4/25/18,79.5,122.720001,65.059998,115.400002
573,4/26/18,80.860001,124.220001,66.970001,117.620003
574,4/27/18,77.790001,126.620003,64.949997,116.790001
575,4/30/18,77.75,125.110001,65.5,118.16999799999999
576,5/1/18,76.949997,124.860001,65.709999,117.559998
577,5/2/18,76.800003,125.489998,65.449997,116.650002
578,5/3/18,76.540001,126.010002,65.989998,116.010002
579,5/4/18,76.900002,125.529999,66.860001,114.660004
580,5/7/18,77.739998,124.940002,66.769997,113.889999
581,5/8/18,78.089996,126.57,67.739998,115.290001
582,5/9/18,79.93,128.720001,68.699997,117.790001
583,5/10/18,81.720001,128.820007,69.339996,118.949997
584,5/11/18,81.279999,129.83999599999999,69.440002,117.410004
585,5/14/18,81.83000200000001,130.389999,69.589996,118.68
586,5/15/18,81.790001,129.740005,70.089996,120.230003
587,5/16/18,82.019997,129.559998,69.849998,121.5
588,5/17/18,81.879997,129.46000700000002,70.660004,126.150002
589,5/18/18,81.300003,127.860001,69.550003,125.790001
590,5/21/18,82.279999,129.369995,70.660004,127.449997
591,5/22/18,81.639999,128.229996,70.129997,123.760002
592,5/23/18,82.150002,128.699997,69.120003,122.980003
593,5/24/18,80.269997,126.610001,68.449997,119.980003
594,5/25/18,78.709999,122.190002,65.470001,117.760002
595,5/29/18,78.41999799999999,121.389999,65.709999,116.209999
596,5/30/18,81.5,125.160004,68.050003,119.760002
597,5/31/18,81.239998,124.300003,67.389999,117.809998
598,6/1/18,81.83000200000001,123.849998,68.290001,118.349998
599,6/4/18,80.970001,122.260002,67.900002,118.66999799999999
600,6/5/18,80.68,122.730003,67.559998,116.58000200000001
601,6/6/18,82.059998,123.379997,67.879997,116.139999
602,6/7/18,82.879997,126.959999,69.480003,117.93
603,6/8/18,83.599998,126.440002,69.43,117.66999799999999
604,6/11/18,83.099998,127.559998,70.489998,118.010002
605,6/12/18,82.41999799999999,127.08000200000001,69.43,118.470001
606,6/13/18,81.510002,127.07,69.620003,118.25
607,6/14/18,81.889999,126.510002,68.129997,117.529999
608,6/15/18,80.660004,124.040001,65.360001,114.18
609,6/18/18,80.82,125.970001,66.599998,116.620003
610,6/19/18,80.699997,125.540001,66.260002,117.08000200000001
611,6/20/18,80.449997,125.290001,67.470001,119.43
612,6/21/18,79.690002,122.589996,65.110001,116.599998
613,6/22/18,81.379997,125.099998,67.779999,118.510002
614,6/25/18,79.739998,122.610001,66.139999,116.83000200000001
615,6/26/18,80.639999,124.160004,67.339996,119.68
616,6/27/18,81.709999,126.0,68.739998,123.93
617,6/28/18,81.970001,125.660004,68.410004,123.5
618,6/29/18,82.730003,126.43,69.620003,124.43
619,7/2/18,81.760002,124.25,68.589996,122.400002
620,7/3/18,82.239998,124.730003,69.559998,122.43
621,7/5/18,82.309998,123.980003,68.93,123.220001
622,7/6/18,82.33000200000001,124.139999,69.650002,124.349998
623,7/9/18,82.900002,125.989998,71.0,126.129997
624,7/10/18,83.660004,127.589996,71.739998,126.970001
625,7/11/18,82.589996,123.519997,70.050003,124.660004
626,7/12/18,82.690002,124.260002,71.449997,124.139999
627,7/13/18,83.309998,124.040001,72.0,125.959999
628,7/16/18,82.489998,122.980003,70.58000200000001,124.610001
629,7/17/18,82.309998,121.910004,70.279999,124.32
630,7/18/18,82.220001,121.529999,70.349998,123.58000200000001
631,7/19/18,82.010002,121.66999799999999,69.690002,122.389999
632,7/20/18,81.400002,122.269997,70.010002,122.349998
633,7/23/18,81.400002,121.33000200000001,69.980003,122.860001
634,7/24/18,83.010002,123.849998,70.849998,125.620003
635,7/25/18,83.589996,124.900002,71.510002,128.380005
636,7/26/18,84.239998,123.949997,71.800003,128.860001
637,7/27/18,81.91999799999999,125.970001,71.449997,129.149994
638,7/30/18,81.739998,127.83000200000001,72.269997,129.899994
639,7/31/18,81.510002,126.269997,72.16999799999999,128.940002
640,8/1/18,80.389999,125.389999,71.809998,125.57
641,8/2/18,79.910004,123.760002,71.559998,125.93
642,8/3/18,80.199997,124.050003,71.290001,122.410004
643,8/6/18,80.18,124.300003,71.730003,123.900002
644,8/7/18,81.269997,125.18,72.900002,124.43
645,8/8/18,80.730003,123.879997,71.389999,122.769997
646,8/9/18,80.32,122.529999,71.75,122.309998
647,8/10/18,79.41999799999999,123.339996,71.940002,122.769997
648,8/13/18,78.559998,122.440002,71.07,121.5
649,8/14/18,78.309998,122.58000200000001,72.150002,123.07
650,8/15/18,76.940002,117.940002,67.82,115.440002
651,8/16/18,78.0,117.660004,69.410004,115.910004
652,8/17/18,78.260002,117.800003,69.769997,114.769997
653,8/20/18,78.809998,117.75,70.519997,114.769997
654,8/21/18,78.83000200000001,117.940002,70.889999,115.489998
655,8/22/18,79.959999,118.91999799999999,72.0,117.32
656,8/23/18,79.08000200000001,118.099998,72.050003,116.400002
657,8/24/18,79.620003,119.010002,72.610001,117.459999
658,8/27/18,80.400002,120.349998,72.839996,118.650002
659,8/28/18,80.279999,119.860001,72.050003,117.970001
660,8/29/18,80.860001,120.220001,73.540001,118.779999
661,8/30/18,80.510002,119.809998,73.559998,118.910004
662,8/31/18,80.16999799999999,118.459999,73.43,118.230003
663,9/4/18,80.290001,118.870003,73.110001,117.68
664,9/5/18,81.360001,118.91999799999999,73.0,117.889999
665,9/6/18,80.459999,115.230003,70.540001,115.5
666,9/7/18,81.83000200000001,114.599998,70.220001,114.470001
667,9/10/18,81.709999,114.480003,71.150002,114.32
668,9/11/18,82.860001,115.019997,71.470001,116.220001
669,9/12/18,83.129997,115.790001,71.970001,116.940002
670,9/13/18,82.32,116.300003,72.550003,116.620003
671,9/14/18,82.91999799999999,117.379997,73.5,117.82
672,9/17/18,83.410004,117.510002,74.239998,117.540001
673,9/18/18,83.629997,118.129997,75.040001,119.449997
674,9/19/18,84.629997,119.510002,75.529999,120.16999799999999
675,9/20/18,84.82,119.41999799999999,75.360001,119.209999
676,9/21/18,85.16999799999999,121.129997,76.279999,119.459999
677,9/24/18,86.599998,122.620003,77.059998,123.989998
678,9/25/18,86.5,123.370003,78.110001,125.639999
679,9/26/18,85.779999,121.949997,77.279999,125.309998
680,9/27/18,85.769997,122.470001,77.519997,127.0
681,9/28/18,85.019997,122.279999,77.400002,127.57
682,10/1/18,85.809998,124.389999,79.889999,129.490005
683,10/2/18,86.459999,124.739998,78.279999,130.0
684,10/3/18,86.150002,125.309998,78.57,130.380005
685,10/4/18,85.58000200000001,124.949997,78.279999,130.229996
686,10/5/18,85.339996,125.33000200000001,78.389999,131.050003
687,10/8/18,86.129997,124.839996,78.279999,129.830002
688,10/9/18,86.510002,126.82,79.400002,132.350006
689,10/10/18,84.519997,122.599998,75.089996,126.470001
690,10/11/18,81.599998,118.43,72.790001,121.620003
691,10/12/18,81.379997,117.769997,73.83000200000001,122.18
692,10/15/18,80.82,116.940002,73.269997,122.57
693,10/16/18,81.199997,117.510002,73.800003,122.260002
694,10/17/18,81.5,117.290001,72.480003,120.139999
695,10/18/18,81.849998,117.470001,72.589996,118.550003
696,10/19/18,81.970001,118.139999,72.489998,117.66999799999999
697,10/22/18,81.150002,117.209999,72.050003,116.25
698,10/23/18,79.839996,113.400002,69.220001,111.120003
699,10/24/18,77.620003,110.209999,65.690002,106.139999
700,10/25/18,78.309998,111.58000200000001,68.019997,107.120003
701,10/26/18,77.529999,111.529999,68.480003,106.559998
702,10/29/18,77.050003,108.93,67.349998,102.040001
703,10/30/18,78.779999,110.849998,69.519997,105.510002
704,10/31/18,79.68,111.650002,69.900002,105.339996
705,11/1/18,80.66999799999999,111.16999799999999,69.58000200000001,106.889999
706,11/2/18,81.949997,114.730003,67.839996,102.349998
707,11/5/18,81.639999,118.940002,69.029999,106.349998
708,11/6/18,81.989998,118.900002,69.5,107.33000200000001
709,11/7/18,83.029999,120.870003,70.029999,109.150002
710,11/8/18,81.709999,119.360001,66.910004,104.849998
711,11/9/18,80.870003,119.510002,66.730003,105.510002
712,11/12/18,79.83000200000001,117.389999,65.139999,101.25
713,11/13/18,78.0,115.349998,63.720001,98.519997
714,11/14/18,77.389999,115.720001,64.120003,98.07
715,11/15/18,78.190002,116.949997,65.209999,101.589996
716,11/16/18,78.959999,119.059998,66.120003,105.199997
717,11/19/18,79.220001,119.41999799999999,66.440002,105.709999
718,11/20/18,76.970001,116.099998,63.990002000000004,102.360001
719,11/21/18,77.559998,117.57,65.480003,106.0
720,11/23/18,75.489998,113.599998,63.799999,100.699997
721,11/26/18,76.980003,114.980003,64.699997,102.540001
722,11/27/18,77.050003,115.209999,65.279999,101.949997
723,11/28/18,78.449997,118.139999,66.349998,103.769997
724,11/29/18,79.059998,118.849998,66.870003,105.470001
725,11/30/18,79.5,118.940002,66.18,103.309998
726,12/3/18,81.220001,120.66999799999999,69.110001,108.110001
727,12/4/18,79.43,117.239998,66.91999799999999,104.07
728,12/6/18,78.389999,115.910004,66.610001,102.129997
729,12/7/18,77.639999,115.489998,65.910004,103.610001
730,12/10/18,76.540001,114.940002,65.199997,101.709999
731,12/11/18,76.68,115.470001,65.440002,102.07
732,12/12/18,76.019997,115.620003,65.269997,103.93
733,12/13/18,76.980003,115.940002,66.129997,102.83000200000001
734,12/14/18,75.58000200000001,113.83000200000001,64.550003,100.08000200000001
735,12/17/18,74.040001,112.449997,63.119999,96.209999
736,12/18/18,72.0,109.739998,61.91,94.010002
737,12/19/18,70.779999,107.83000200000001,61.279999,92.980003
738,12/20/18,68.629997,104.980003,60.0,89.739998
739,12/21/18,68.120003,104.209999,59.799999,87.260002
740,12/24/18,65.510002,100.989998,57.009997999999996,82.860001
741,12/26/18,68.639999,107.389999,61.5,88.989998
742,12/27/18,68.940002,109.32,62.23,88.790001
743,12/28/18,68.16999799999999,108.650002,61.669998,87.519997
744,12/31/18,68.190002,108.790001,62.349998,87.209999
745,1/2/19,69.690002,110.690002,63.380001,90.610001
746,1/3/19,68.620003,108.57,62.18,89.970001
747,1/4/19,71.150002,110.82,63.75,93.91999799999999
748,1/7/19,71.519997,112.260002,63.470001,94.510002
749,1/8/19,72.040001,111.769997,64.32,95.519997
750,1/9/19,72.41999799999999,113.269997,66.449997,99.190002
751,1/10/19,72.050003,113.449997,67.940002,99.120003
752,1/11/19,71.720001,112.540001,66.389999,96.870003
753,1/14/19,71.629997,111.720001,65.610001,98.510002
754,1/15/19,71.66999799999999,112.120003,66.029999,98.589996
755,1/16/19,71.639999,111.400002,65.660004,98.66999799999999
756,1/17/19,72.129997,111.959999,67.059998,99.050003
757,1/18/19,72.989998,114.370003,67.900002,101.050003
758,1/22/19,71.889999,112.339996,65.75,96.860001
759,1/23/19,71.300003,111.389999,65.860001,96.57
760,1/24/19,71.400002,113.510002,66.120003,97.239998
761,1/25/19,71.720001,113.220001,66.989998,99.099998
762,1/28/19,71.239998,112.16999799999999,65.349998,98.099998
763,1/29/19,71.510002,111.83000200000001,65.300003,98.870003
764,1/30/19,72.290001,113.010002,65.690002,99.449997
765,1/31/19,73.279999,114.650002,67.690002,99.199997
766,2/1/19,75.91999799999999,118.370003,68.68,98.849998
767,2/4/19,74.82,119.739998,69.93,99.379997
768,2/5/19,75.589996,119.480003,69.260002,98.349998
769,2/6/19,75.260002,118.879997,69.110001,96.18
770,2/7/19,74.68,118.230003,67.480003,92.989998
771,2/8/19,73.980003,117.58000200000001,66.260002,92.5
772,2/11/19,74.099998,116.949997,66.739998,94.209999
773,2/12/19,75.400002,118.720001,67.449997,95.629997
774,2/13/19,76.25,119.57,67.779999,96.75
775,2/14/19,76.269997,118.160004,69.099998,96.959999
776,2/15/19,77.709999,119.349998,70.18,100.25
777,2/19/19,78.230003,119.309998,69.489998,99.709999
778,2/20/19,78.529999,120.279999,70.650002,98.779999
779,2/21/19,77.82,119.139999,70.239998,95.349998
780,2/22/19,78.41999799999999,119.389999,69.970001,95.529999
781,2/25/19,78.5,119.620003,69.25,94.75
782,2/26/19,78.660004,119.940002,68.91999799999999,93.910004
783,2/27/19,79.470001,120.08000200000001,69.220001,95.040001
784,2/28/19,79.029999,119.58000200000001,67.849998,94.0
785,3/1/19,80.0,122.029999,68.93,96.41999799999999
786,3/4/19,80.309998,122.120003,69.900002,96.809998
787,3/5/19,80.190002,123.290001,69.010002,95.5
788,3/6/19,79.279999,123.529999,68.290001,91.940002
789,3/7/19,80.160004,121.940002,67.949997,91.349998
790,3/8/19,79.010002,121.620003,65.43,86.440002
791,3/11/19,79.779999,123.620003,65.870003,86.260002
792,3/12/19,80.0,123.900002,65.629997,86.980003
793,3/13/19,80.709999,124.66999799999999,67.349998,88.57
794,3/14/19,80.440002,124.599998,67.019997,89.690002
795,3/15/19,80.150002,125.309998,67.589996,88.849998
796,3/18/19,81.08000200000001,125.879997,67.610001,91.91999799999999
797,3/19/19,80.870003,125.279999,67.349998,92.879997
798,3/20/19,81.32,124.690002,67.540001,95.889999
799,3/21/19,81.790001,125.860001,68.139999,96.870003
800,3/22/19,80.480003,123.089996,66.07,93.68
801,3/25/19,79.91999799999999,122.889999,67.07,92.779999
802,3/26/19,80.959999,124.129997,68.559998,94.769997
803,3/27/19,80.339996,122.790001,67.910004,94.589996
804,3/28/19,80.739998,123.019997,67.379997,95.239998
805,3/29/19,80.800003,123.18,66.739998,95.18
806,4/1/19,81.730003,124.940002,67.690002,96.940002
807,4/2/19,81.379997,124.93,66.349998,96.050003
808,4/3/19,80.900002,123.889999,65.510002,93.93
809,4/4/19,82.050003,124.800003,65.160004,93.66999799999999
810,4/5/19,82.489998,126.41999799999999,66.120003,98.629997
811,4/8/19,83.0,126.68,66.550003,99.480003
812,4/9/19,81.93,125.540001,65.699997,98.57
813,4/10/19,81.559998,125.489998,66.970001,98.730003
814,4/11/19,81.949997,125.989998,66.370003,98.730003
815,4/12/19,80.91999799999999,119.760002,67.370003,105.309998
816,4/15/19,80.650002,120.139999,66.339996,102.120003
817,4/16/19,81.199997,121.16999799999999,65.839996,102.349998
818,4/17/19,81.43,120.269997,65.779999,101.839996
819,4/18/19,81.129997,119.860001,65.900002,103.870003
820,4/22/19,82.900002,121.900002,66.959999,107.07
821,4/23/19,83.379997,122.019997,66.449997,106.599998
822,4/24/19,81.760002,118.279999,64.699997,103.940002
823,4/25/19,82.220001,117.900002,63.970001,102.08000200000001
824,4/26/19,80.489998,117.099998,62.779999,97.879997
825,4/29/19,79.970001,117.720001,62.650002,97.0
826,4/30/19,80.279999,120.059998,63.119999,96.050003
827,5/1/19,78.66999799999999,117.809998,62.669998,91.889999
828,5/2/19,77.290001,116.379997,61.290001000000004,89.16999799999999
829,5/3/19,77.470001,117.269997,62.009997999999996,90.900002
830,5/6/19,77.129997,118.400002,61.880001,91.239998
831,5/7/19,76.720001,118.269997,61.0,91.779999
832,5/8/19,76.839996,117.5,61.43,94.029999
833,5/9/19,76.769997,121.190002,61.540001000000004,94.239998
834,5/10/19,76.559998,121.989998,61.919998,95.0
835,5/13/19,75.709999,120.440002,61.189999,93.5
836,5/14/19,75.809998,121.639999,62.32,94.339996
837,5/15/19,76.370003,122.139999,62.040001000000004,94.360001
838,5/16/19,76.360001,120.800003,62.57,95.18
839,5/17/19,75.910004,120.519997,62.099998,93.019997
840,5/20/19,75.900002,120.839996,62.450001,93.68
841,5/21/19,76.25,121.339996,63.619999,95.629997
842,5/22/19,75.559998,120.57,63.049999,92.910004
843,5/23/19,73.790001,117.870003,59.5,88.849998
844,5/24/19,74.099998,118.709999,59.880001,87.160004
845,5/28/19,72.610001,118.309998,60.049999,87.110001
846,5/29/19,72.160004,116.769997,60.139998999999996,86.43
847,5/30/19,71.970001,115.379997,58.950001,83.959999
848,5/31/19,70.769997,113.849998,58.959998999999996,81.879997
849,6/3/19,71.879997,115.989998,59.419998,82.949997
850,6/4/19,73.589996,117.300003,59.099998,84.279999
851,6/5/19,72.980003,117.650002,57.080002,82.029999
852,6/6/19,74.309998,120.68,58.200001,84.269997
853,6/7/19,74.58000200000001,121.480003,58.959998999999996,84.599998
854,6/10/19,74.910004,122.290001,59.259997999999996,85.199997
855,6/11/19,74.839996,121.16999799999999,58.73,86.5
856,6/12/19,74.029999,120.190002,58.549999,85.029999
857,6/13/19,74.68,120.910004,59.060001,86.489998
858,6/14/19,74.349998,120.809998,58.82,85.16999799999999
859,6/17/19,75.089996,121.389999,59.009997999999996,85.470001
860,6/18/19,75.739998,122.93,59.830002,88.300003
861,6/19/19,75.32,122.889999,59.650002,88.650002
862,6/20/19,76.610001,124.279999,60.700001,91.449997
863,6/21/19,77.690002,124.93,60.330002,92.370003
864,6/24/19,76.949997,124.910004,60.52,90.559998
865,6/25/19,76.269997,123.639999,59.77,90.040001
866,6/26/19,76.599998,123.93,62.75,93.089996
867,6/27/19,75.82,123.110001,61.27,92.110001
868,6/28/19,76.629997,124.440002,61.0,93.160004
869,7/1/19,76.559998,124.839996,62.25,93.089996
870,7/2/19,75.720001,122.93,60.099998,87.559998
871,7/3/19,76.440002,123.349998,60.5,87.199997
872,7/5/19,76.129997,123.540001,59.900002,88.57
873,7/8/19,76.480003,123.599998,59.889998999999996,90.150002
874,7/9/19,76.43,123.349998,59.889998999999996,89.150002
875,7/10/19,77.510002,125.440002,61.209998999999996,90.660004
876,7/11/19,77.57,125.43,61.459998999999996,90.839996
877,7/12/19,77.629997,125.980003,61.759997999999996,90.900002
878,7/15/19,77.08000200000001,125.720001,60.650002,88.75
879,7/16/19,75.93,124.760002,59.75,87.0
880,7/17/19,75.480003,124.139999,59.779999,85.190002
881,7/18/19,74.839996,124.68,60.32,85.43
882,7/19/19,74.989998,125.040001,60.330002,87.040001
883,7/22/19,75.07,125.309998,60.439999,87.209999
884,7/23/19,75.370003,125.82,60.279999,87.589996
885,7/24/19,75.360001,126.540001,60.080002,87.68
886,7/25/19,74.93,125.629997,59.040001000000004,85.470001
887,7/26/19,74.809998,123.720001,58.75,84.290001
888,7/29/19,75.339996,124.230003,58.189999,83.91999799999999
889,7/30/19,75.349998,124.339996,59.509997999999996,86.059998
890,7/31/19,74.360001,123.110001,59.080002,85.849998
891,8/1/19,72.459999,120.739998,58.799999,81.07
892,8/2/19,71.75,120.730003,56.470001,82.459999
893,8/5/19,70.279999,118.739998,54.68,79.0
894,8/6/19,70.959999,119.379997,54.23,78.279999
895,8/7/19,70.5,119.099998,53.32,77.550003
896,8/8/19,72.379997,123.230003,55.07,80.360001
897,8/9/19,70.839996,122.41999799999999,54.009997999999996,79.370003
898,8/12/19,69.629997,121.550003,53.119999,77.91999799999999
899,8/13/19,70.489998,122.389999,53.869999,78.519997
900,8/14/19,67.650002,117.739998,51.779999,75.019997
901,8/15/19,67.25,116.949997,50.91,74.940002
902,8/16/19,68.300003,115.809998,51.470001,75.91999799999999
903,8/19/19,69.449997,117.309998,53.939999,77.809998
904,8/20/19,69.029999,116.129997,52.709998999999996,76.690002
905,8/21/19,69.720001,117.879997,52.630001,77.220001
906,8/22/19,69.57,117.730003,52.259997999999996,75.510002
907,8/23/19,67.489998,115.18,50.419998,71.75
908,8/26/19,67.849998,115.739998,51.369999,72.25
909,8/27/19,67.190002,115.83000200000001,50.98,71.660004
910,8/28/19,67.68,116.83000200000001,51.950001,72.529999
911,8/29/19,68.43,117.519997,52.290001000000004,74.480003
912,8/30/19,68.480003,117.720001,52.18,74.190002
913,9/3/19,68.559998,116.269997,52.040001000000004,74.129997
914,9/4/19,69.290001,117.25,53.299999,75.57
915,9/5/19,70.269997,117.639999,53.439999,75.599998
916,9/6/19,70.93,118.260002,53.630001,76.440002
917,9/9/19,71.489998,119.389999,54.970001,80.0
918,9/10/19,72.07,121.849998,56.32,80.099998
919,9/11/19,71.93,121.279999,57.200001,81.029999
920,9/12/19,71.980003,121.41999799999999,56.349998,79.68
921,9/13/19,72.639999,121.5,57.34,79.389999
922,9/16/19,73.730003,124.120003,62.529999,85.639999
923,9/17/19,73.16999799999999,123.889999,61.220001,81.220001
924,9/18/19,72.82,124.18,60.009997999999996,81.32
925,9/19/19,72.33000200000001,123.660004,59.970001,81.610001
926,9/20/19,72.08000200000001,124.32,60.82,81.0
927,9/23/19,72.129997,124.900002,60.18,80.129997
928,9/24/19,71.139999,123.739998,59.299999,78.559998
929,9/25/19,71.349998,123.510002,59.48,76.769997
930,9/26/19,70.970001,120.160004,57.68,75.089996
931,9/27/19,71.480003,118.599998,57.900002,74.980003
932,9/30/19,70.610001,118.599998,56.98,74.220001
933,10/1/19,68.949997,116.010002,55.150002,71.58000200000001
934,10/2/19,67.150002,112.290001,53.07,69.800003
935,10/3/19,67.980003,113.150002,53.66,70.839996
936,10/4/19,68.970001,113.849998,53.5,70.91999799999999
937,10/7/19,68.019997,113.260002,54.599998,69.760002
938,10/8/19,66.699997,111.709999,53.900002,68.730003
939,10/9/19,67.440002,113.139999,54.939999,68.589996
940,10/10/19,68.25,114.589996,55.880001,68.910004
941,10/11/19,68.980003,116.150002,56.43,69.25
942,10/14/19,69.18,116.18,56.130001,68.190002
943,10/15/19,69.41999799999999,116.309998,55.950001,69.25
944,10/16/19,68.230003,115.110001,54.610001000000004,68.18
945,10/17/19,68.139999,115.349998,54.529999,66.769997
946,10/18/19,67.610001,114.739998,53.950001,64.440002
947,10/21/19,68.739998,116.610001,55.959998999999996,67.660004
948,10/22/19,69.089996,117.800003,56.540001000000004,69.57
949,10/23/19,69.75,117.980003,56.25,71.940002
950,10/24/19,69.089996,117.58000200000001,56.16,71.970001
951,10/25/19,69.25,118.66999799999999,56.349998,72.480003
952,10/28/19,68.639999,118.480003,55.68,71.050003
953,10/29/19,68.440002,118.129997,57.09,71.809998
954,10/30/19,67.720001,116.360001,55.040001000000004,69.620003
955,10/31/19,67.57,116.139999,55.200001,69.309998
956,11/1/19,69.599998,116.209999,57.150002,71.150002
957,11/4/19,71.66999799999999,121.57,58.0,73.690002
958,11/5/19,73.089996,121.940002,58.509997999999996,74.010002
959,11/6/19,71.489998,119.900002,57.630001,71.41999799999999
960,11/7/19,73.010002,121.889999,59.540001000000004,74.739998
961,11/8/19,70.769997,120.93,59.16,74.699997
962,11/11/19,70.339996,120.809998,58.91,73.82
963,11/12/19,69.370003,120.959999,58.23,73.290001
964,11/13/19,68.800003,122.279999,57.560001,72.610001
965,11/14/19,68.5,121.959999,57.25,72.349998
966,11/15/19,69.190002,120.639999,58.25,73.480003
967,11/18/19,68.519997,118.550003,56.700001,71.260002
968,11/19/19,67.82,116.449997,57.169998,70.400002
969,11/20/19,68.029999,117.339996,59.360001000000004,72.059998
970,11/21/19,69.66999799999999,118.769997,60.209998999999996,73.32
971,11/22/19,69.370003,118.629997,59.900002,72.989998
972,11/25/19,68.910004,118.379997,61.049999,73.519997
973,11/26/19,68.739998,117.790001,60.110001000000004,71.910004
974,11/27/19,68.699997,118.07,60.34,72.349998
975,11/29/19,68.129997,117.129997,59.939999,70.900002
