t,Date,XOM(t),CVX(t),COP(t),EOG(t),XOM(t-1),CVX(t-1),COP(t-1),EOG(t-1),XOM(t-2),CVX(t-2),COP(t-2),EOG(t-2),XOM(t-3),CVX(t-3),COP(t-3),EOG(t-3),Y(t)
273,2/21/17,81.889999,111.720001,48.130001,99.470001,81.760002,110.33000200000001,47.509997999999996,99.029999,82.300003,110.68,48.34,100.16999799999999,83.160004,112.57,49.360001000000004,100.75,97.529999
274,2/22/17,80.93,110.379997,47.099998,97.529999,81.889999,111.720001,48.130001,99.470001,81.760002,110.33000200000001,47.509997999999996,99.029999,82.300003,110.68,48.34,100.16999799999999,97.57
275,2/23/17,81.779999,111.019997,47.299999,97.57,80.93,110.379997,47.099998,97.529999,81.889999,111.720001,48.130001,99.470001,81.760002,110.33000200000001,47.509997999999996,99.029999,96.300003
276,2/24/17,81.08000200000001,110.120003,47.040001000000004,96.300003,81.779999,111.019997,47.299999,97.57,80.93,110.379997,47.099998,97.529999,81.889999,111.720001,48.130001,99.470001,97.910004
277,2/27/17,81.540001,111.75,47.360001000000004,97.910004,81.08000200000001,110.120003,47.040001000000004,96.300003,81.779999,111.019997,47.299999,97.57,80.93,110.379997,47.099998,97.529999,96.989998
278,2/28/17,81.32,112.5,47.57,96.989998,81.540001,111.75,47.360001000000004,97.910004,81.08000200000001,110.120003,47.040001000000004,96.300003,81.779999,111.019997,47.299999,97.57,100.050003
279,3/1/17,83.019997,113.879997,49.049999,100.050003,81.32,112.5,47.57,96.989998,81.540001,111.75,47.360001000000004,97.910004,81.08000200000001,110.120003,47.040001000000004,96.300003,98.470001
280,3/2/17,83.300003,113.360001,48.209998999999996,98.470001,83.019997,113.879997,49.049999,100.050003,81.32,112.5,47.57,96.989998,81.540001,111.75,47.360001000000004,97.910004,98.57
281,3/3/17,82.459999,113.550003,47.82,98.57,83.300003,113.360001,48.209998999999996,98.470001,83.019997,113.879997,49.049999,100.050003,81.32,112.5,47.57,96.989998,100.07
282,3/6/17,82.83000200000001,113.16999799999999,48.32,100.07,82.459999,113.550003,47.82,98.57,83.300003,113.360001,48.209998999999996,98.470001,83.019997,113.879997,49.049999,100.050003,99.529999
283,3/7/17,82.519997,111.809998,47.720001,99.529999,82.83000200000001,113.16999799999999,48.32,100.07,82.459999,113.550003,47.82,98.57,83.300003,113.360001,48.209998999999996,98.470001,94.83000200000001
284,3/8/17,81.029999,109.610001,45.91,94.83000200000001,82.519997,111.809998,47.720001,99.529999,82.83000200000001,113.16999799999999,48.32,100.07,82.459999,113.550003,47.82,98.57,95.699997
285,3/9/17,81.66999799999999,110.040001,46.48,95.699997,81.029999,109.610001,45.91,94.83000200000001,82.519997,111.809998,47.720001,99.529999,82.83000200000001,113.16999799999999,48.32,100.07,94.790001
286,3/10/17,81.610001,110.610001,45.669998,94.790001,81.66999799999999,110.040001,46.48,95.699997,81.029999,109.610001,45.91,94.83000200000001,82.519997,111.809998,47.720001,99.529999,94.949997
287,3/13/17,81.41999799999999,109.349998,45.84,94.949997,81.610001,110.610001,45.669998,94.790001,81.66999799999999,110.040001,46.48,95.699997,81.029999,109.610001,45.91,94.83000200000001,94.589996
288,3/14/17,80.989998,107.360001,44.939999,94.589996,81.41999799999999,109.349998,45.84,94.949997,81.610001,110.610001,45.669998,94.790001,81.66999799999999,110.040001,46.48,95.699997,97.059998
289,3/15/17,82.0,108.879997,45.84,97.059998,80.989998,107.360001,44.939999,94.589996,81.41999799999999,109.349998,45.84,94.949997,81.610001,110.610001,45.669998,94.790001,95.83000200000001
290,3/16/17,82.07,107.860001,45.84,95.83000200000001,82.0,108.879997,45.84,97.059998,80.989998,107.360001,44.939999,94.589996,81.41999799999999,109.349998,45.84,94.949997,96.43
291,3/17/17,82.0,107.68,45.689999,96.43,82.07,107.860001,45.84,95.83000200000001,82.0,108.879997,45.84,97.059998,80.989998,107.360001,44.939999,94.589996,96.220001
292,3/20/17,82.0,107.660004,45.860001000000004,96.220001,82.0,107.68,45.689999,96.43,82.07,107.860001,45.84,95.83000200000001,82.0,108.879997,45.84,97.059998,94.529999
293,3/21/17,81.83000200000001,108.040001,45.18,94.529999,82.0,107.660004,45.860001000000004,96.220001,82.0,107.68,45.689999,96.43,82.07,107.860001,45.84,95.83000200000001,94.650002
294,3/22/17,81.760002,108.389999,44.650002,94.650002,81.83000200000001,108.040001,45.18,94.529999,82.0,107.660004,45.860001000000004,96.220001,82.0,107.68,45.689999,96.43,94.809998
295,3/23/17,81.860001,107.870003,44.48,94.809998,81.760002,108.389999,44.650002,94.650002,81.83000200000001,108.040001,45.18,94.529999,82.0,107.660004,45.860001000000004,96.220001,94.860001
296,3/24/17,81.230003,107.989998,44.099998,94.860001,81.860001,107.870003,44.48,94.809998,81.760002,108.389999,44.650002,94.650002,81.83000200000001,108.040001,45.18,94.529999,93.379997
297,3/27/17,81.25,106.279999,44.290001000000004,93.379997,81.230003,107.989998,44.099998,94.860001,81.860001,107.870003,44.48,94.809998,81.760002,108.389999,44.650002,94.650002,95.290001
298,3/28/17,81.839996,107.16999799999999,45.380001,95.290001,81.25,106.279999,44.290001000000004,93.379997,81.230003,107.989998,44.099998,94.860001,81.860001,107.870003,44.48,94.809998,97.0
299,3/29/17,82.019997,108.07,45.950001,97.0,81.839996,107.16999799999999,45.380001,95.290001,81.25,106.279999,44.290001000000004,93.379997,81.230003,107.989998,44.099998,94.860001,97.16999799999999
300,3/30/17,83.699997,107.779999,50.0,97.16999799999999,82.019997,108.07,45.950001,97.0,81.839996,107.16999799999999,45.380001,95.290001,81.25,106.279999,44.290001000000004,93.379997,97.550003
301,3/31/17,82.010002,107.370003,49.869999,97.550003,83.699997,107.779999,50.0,97.16999799999999,82.019997,108.07,45.950001,97.0,81.839996,107.16999799999999,45.380001,95.290001,96.959999
302,4/3/17,82.07,107.800003,49.450001,96.959999,82.010002,107.370003,49.869999,97.550003,83.699997,107.779999,50.0,97.16999799999999,82.019997,108.07,45.950001,97.0,98.25
303,4/4/17,82.370003,108.660004,49.73,98.25,82.07,107.800003,49.450001,96.959999,82.010002,107.370003,49.869999,97.550003,83.699997,107.779999,50.0,97.16999799999999,97.58000200000001
304,4/5/17,82.529999,108.639999,49.110001000000004,97.58000200000001,82.370003,108.660004,49.73,98.25,82.07,107.800003,49.450001,96.959999,82.010002,107.370003,49.869999,97.550003,98.050003
305,4/6/17,83.010002,109.290001,49.810001,98.050003,82.529999,108.639999,49.110001000000004,97.58000200000001,82.370003,108.660004,49.73,98.25,82.07,107.800003,49.450001,96.959999,97.360001
306,4/7/17,82.760002,108.860001,49.540001000000004,97.360001,83.010002,109.290001,49.810001,98.050003,82.529999,108.639999,49.110001000000004,97.58000200000001,82.370003,108.660004,49.73,98.25,98.57
307,4/10/17,83.129997,109.43,50.150002,98.57,82.760002,108.860001,49.540001000000004,97.360001,83.010002,109.290001,49.810001,98.050003,82.529999,108.639999,49.110001000000004,97.58000200000001,97.879997
308,4/11/17,82.839996,108.970001,50.150002,97.879997,83.129997,109.43,50.150002,98.57,82.760002,108.860001,49.540001000000004,97.360001,83.010002,109.290001,49.810001,98.050003,97.489998
309,4/12/17,82.970001,108.970001,49.439999,97.489998,82.839996,108.970001,50.150002,97.879997,83.129997,109.43,50.150002,98.57,82.760002,108.860001,49.540001000000004,97.360001,95.639999
310,4/13/17,81.690002,106.099998,48.619999,95.639999,82.970001,108.970001,49.439999,97.489998,82.839996,108.970001,50.150002,97.879997,83.129997,109.43,50.150002,98.57,95.739998
311,4/17/17,81.58000200000001,106.16999799999999,48.950001,95.739998,81.690002,106.099998,48.619999,95.639999,82.970001,108.970001,49.439999,97.489998,82.839996,108.970001,50.150002,97.879997,94.83000200000001
312,4/18/17,81.050003,105.68,48.689999,94.83000200000001,81.58000200000001,106.16999799999999,48.950001,95.739998,81.690002,106.099998,48.619999,95.639999,82.970001,108.970001,49.439999,97.489998,93.290001
313,4/19/17,80.489998,104.230003,48.0,93.290001,81.050003,105.68,48.689999,94.83000200000001,81.58000200000001,106.16999799999999,48.950001,95.739998,81.690002,106.099998,48.619999,95.639999,93.300003
314,4/20/17,81.010002,104.879997,47.950001,93.300003,80.489998,104.230003,48.0,93.290001,81.050003,105.68,48.689999,94.83000200000001,81.58000200000001,106.16999799999999,48.950001,95.739998,93.58000200000001
315,4/21/17,80.690002,104.889999,47.740002000000004,93.58000200000001,81.010002,104.879997,47.950001,93.300003,80.489998,104.230003,48.0,93.290001,81.050003,105.68,48.689999,94.83000200000001,93.739998
316,4/24/17,81.110001,105.93,47.91,93.739998,80.690002,104.889999,47.740002000000004,93.58000200000001,81.010002,104.879997,47.950001,93.300003,80.489998,104.230003,48.0,93.290001,95.269997
317,4/25/17,81.730003,106.730003,48.790001000000004,95.269997,81.110001,105.93,47.91,93.739998,80.690002,104.889999,47.740002000000004,93.58000200000001,81.010002,104.879997,47.950001,93.300003,94.309998
318,4/26/17,81.400002,106.08000200000001,48.34,94.309998,81.730003,106.730003,48.790001000000004,95.269997,81.110001,105.93,47.91,93.739998,80.690002,104.889999,47.740002000000004,93.58000200000001,93.0
319,4/27/17,81.260002,105.470001,47.860001000000004,93.0,81.400002,106.08000200000001,48.34,94.309998,81.730003,106.730003,48.790001000000004,95.269997,81.110001,105.93,47.91,93.739998,92.5
320,4/28/17,81.650002,106.699997,47.91,92.5,81.260002,105.470001,47.860001000000004,93.0,81.400002,106.08000200000001,48.34,94.309998,81.730003,106.730003,48.790001000000004,95.269997,92.029999
321,5/1/17,82.059998,105.91999799999999,47.48,92.029999,81.650002,106.699997,47.91,92.5,81.260002,105.470001,47.860001000000004,93.0,81.400002,106.08000200000001,48.34,94.309998,91.870003
322,5/2/17,82.050003,105.360001,46.700001,91.870003,82.059998,105.91999799999999,47.48,92.029999,81.650002,106.699997,47.91,92.5,81.260002,105.470001,47.860001000000004,93.0,91.760002
323,5/3/17,82.699997,106.720001,47.080002,91.760002,82.050003,105.360001,46.700001,91.870003,82.059998,105.91999799999999,47.48,92.029999,81.650002,106.699997,47.91,92.5,88.599998
324,5/4/17,81.639999,104.809998,45.919998,88.599998,82.699997,106.720001,47.080002,91.760002,82.050003,105.360001,46.700001,91.870003,82.059998,105.91999799999999,47.48,92.029999,90.879997
325,5/5/17,82.019997,105.790001,46.77,90.879997,81.639999,104.809998,45.919998,88.599998,82.699997,106.720001,47.080002,91.760002,82.050003,105.360001,46.700001,91.870003,91.690002
326,5/8/17,82.889999,106.68,47.130001,91.690002,82.019997,105.790001,46.77,90.879997,81.639999,104.809998,45.919998,88.599998,82.699997,106.720001,47.080002,91.760002,91.639999
327,5/9/17,82.309998,105.08000200000001,46.27,91.639999,82.889999,106.68,47.130001,91.690002,82.019997,105.790001,46.77,90.879997,81.639999,104.809998,45.919998,88.599998,94.540001
328,5/10/17,81.910004,106.5,47.610001000000004,94.540001,82.309998,105.08000200000001,46.27,91.639999,82.889999,106.68,47.130001,91.690002,82.019997,105.790001,46.77,90.879997,94.279999
329,5/11/17,82.610001,106.209999,47.419998,94.279999,81.910004,106.5,47.610001000000004,94.540001,82.309998,105.08000200000001,46.27,91.639999,82.889999,106.68,47.130001,91.690002,94.699997
330,5/12/17,82.550003,105.959999,46.970001,94.699997,82.610001,106.209999,47.419998,94.279999,81.910004,106.5,47.610001000000004,94.540001,82.309998,105.08000200000001,46.27,91.639999,94.730003
331,5/15/17,82.800003,106.849998,47.439999,94.730003,82.550003,105.959999,46.970001,94.699997,82.610001,106.209999,47.419998,94.279999,81.910004,106.5,47.610001000000004,94.540001,93.83000200000001
332,5/16/17,82.550003,107.25,47.130001,93.83000200000001,82.800003,106.849998,47.439999,94.730003,82.550003,105.959999,46.970001,94.699997,82.610001,106.209999,47.419998,94.279999,92.949997
333,5/17/17,81.989998,104.699997,46.41,92.949997,82.550003,107.25,47.130001,93.83000200000001,82.800003,106.849998,47.439999,94.730003,82.550003,105.959999,46.970001,94.699997,91.690002
334,5/18/17,81.75,105.16999799999999,46.419998,91.690002,81.989998,104.699997,46.41,92.949997,82.550003,107.25,47.130001,93.83000200000001,82.800003,106.849998,47.439999,94.730003,93.809998
335,5/19/17,81.93,106.519997,47.48,93.809998,81.75,105.16999799999999,46.419998,91.690002,81.989998,104.699997,46.41,92.949997,82.550003,107.25,47.130001,93.83000200000001,93.110001
336,5/22/17,82.290001,106.120003,46.93,93.110001,81.93,106.519997,47.48,93.809998,81.75,105.16999799999999,46.419998,91.690002,81.989998,104.699997,46.41,92.949997,92.529999
337,5/23/17,82.58000200000001,106.269997,46.759997999999996,92.529999,82.290001,106.120003,46.93,93.110001,81.93,106.519997,47.48,93.809998,81.75,105.16999799999999,46.419998,91.690002,92.66999799999999
338,5/24/17,82.290001,106.220001,46.669998,92.66999799999999,82.58000200000001,106.269997,46.759997999999996,92.529999,82.290001,106.120003,46.93,93.110001,81.93,106.519997,47.48,93.809998,91.019997
339,5/25/17,81.75,105.110001,45.049999,91.019997,82.290001,106.220001,46.669998,92.66999799999999,82.58000200000001,106.269997,46.759997999999996,92.529999,82.290001,106.120003,46.93,93.110001,91.220001
340,5/26/17,81.550003,104.720001,45.349998,91.220001,81.75,105.110001,45.049999,91.019997,82.290001,106.220001,46.669998,92.66999799999999,82.58000200000001,106.269997,46.759997999999996,92.529999,89.620003
341,5/30/17,81.099998,104.059998,44.790001000000004,89.620003,81.550003,104.720001,45.349998,91.220001,81.75,105.110001,45.049999,91.019997,82.290001,106.220001,46.669998,92.66999799999999,90.309998
342,5/31/17,80.5,103.480003,44.689999,90.309998,81.099998,104.059998,44.790001000000004,89.620003,81.550003,104.720001,45.349998,91.220001,81.75,105.110001,45.049999,91.019997,90.400002
343,6/1/17,80.699997,104.269997,44.860001000000004,90.400002,80.5,103.480003,44.689999,90.309998,81.099998,104.059998,44.790001000000004,89.620003,81.550003,104.720001,45.349998,91.220001,89.68
344,6/2/17,79.5,103.110001,44.259997999999996,89.68,80.699997,104.269997,44.860001000000004,90.400002,80.5,103.480003,44.689999,90.309998,81.099998,104.059998,44.790001000000004,89.620003,89.199997
345,6/5/17,80.120003,103.190002,44.02,89.199997,79.5,103.110001,44.259997999999996,89.68,80.699997,104.269997,44.860001000000004,90.400002,80.5,103.480003,44.689999,90.309998,90.83000200000001
346,6/6/17,81.209999,104.16999799999999,44.48,90.83000200000001,80.120003,103.190002,44.02,89.199997,79.5,103.110001,44.259997999999996,89.68,80.699997,104.269997,44.860001000000004,90.400002,88.150002
347,6/7/17,80.910004,103.769997,43.560001,88.150002,81.209999,104.16999799999999,44.48,90.83000200000001,80.120003,103.190002,44.02,89.199997,79.5,103.110001,44.259997999999996,89.68,88.110001
348,6/8/17,80.620003,104.0,43.07,88.110001,80.910004,103.769997,43.560001,88.150002,81.209999,104.16999799999999,44.48,90.83000200000001,80.120003,103.190002,44.02,89.199997,90.08000200000001
349,6/9/17,82.129997,106.400002,44.82,90.08000200000001,80.620003,104.0,43.07,88.110001,80.910004,103.769997,43.560001,88.150002,81.209999,104.16999799999999,44.48,90.83000200000001,89.879997
350,6/12/17,82.93,108.040001,45.720001,89.879997,82.129997,106.400002,44.82,90.08000200000001,80.620003,104.0,43.07,88.110001,80.910004,103.769997,43.560001,88.150002,90.559998
351,6/13/17,82.959999,108.129997,46.43,90.559998,82.93,108.040001,45.720001,89.879997,82.129997,106.400002,44.82,90.08000200000001,80.620003,104.0,43.07,88.110001,88.93
352,6/14/17,82.07,106.599998,45.419998,88.93,82.959999,108.129997,46.43,90.559998,82.93,108.040001,45.720001,89.879997,82.129997,106.400002,44.82,90.08000200000001,87.040001
353,6/15/17,82.260002,106.33000200000001,45.389998999999996,87.040001,82.07,106.599998,45.419998,88.93,82.959999,108.129997,46.43,90.559998,82.93,108.040001,45.720001,89.879997,88.519997
354,6/16/17,83.489998,108.349998,46.529999,88.519997,82.260002,106.33000200000001,45.389998999999996,87.040001,82.07,106.599998,45.419998,88.93,82.959999,108.129997,46.43,90.559998,88.07
355,6/19/17,82.760002,107.459999,46.360001000000004,88.07,83.489998,108.349998,46.529999,88.519997,82.260002,106.33000200000001,45.389998999999996,87.040001,82.07,106.599998,45.419998,88.93,87.849998
356,6/20/17,82.309998,106.480003,45.82,87.849998,82.760002,107.459999,46.360001000000004,88.07,83.489998,108.349998,46.529999,88.519997,82.260002,106.33000200000001,45.389998999999996,87.040001,87.120003
357,6/21/17,81.440002,104.489998,44.950001,87.120003,82.309998,106.480003,45.82,87.849998,82.760002,107.459999,46.360001000000004,88.07,83.489998,108.349998,46.529999,88.519997,87.690002
358,6/22/17,81.08000200000001,104.449997,44.810001,87.690002,81.440002,104.489998,44.950001,87.120003,82.309998,106.480003,45.82,87.849998,82.760002,107.459999,46.360001000000004,88.07,87.790001
359,6/23/17,81.610001,105.0,44.830002,87.790001,81.08000200000001,104.449997,44.810001,87.690002,81.440002,104.489998,44.950001,87.120003,82.309998,106.480003,45.82,87.849998,87.389999
360,6/26/17,81.239998,104.139999,44.23,87.389999,81.610001,105.0,44.830002,87.790001,81.08000200000001,104.449997,44.810001,87.690002,81.440002,104.489998,44.950001,87.120003,88.0
361,6/27/17,81.110001,104.07,43.970001,88.0,81.239998,104.139999,44.23,87.389999,81.610001,105.0,44.830002,87.790001,81.08000200000001,104.449997,44.810001,87.690002,89.019997
362,6/28/17,81.529999,104.279999,43.959998999999996,89.019997,81.110001,104.07,43.970001,88.0,81.239998,104.139999,44.23,87.389999,81.610001,105.0,44.830002,87.790001,90.0
363,6/29/17,80.699997,104.120003,44.080002,90.0,81.529999,104.279999,43.959998999999996,89.019997,81.110001,104.07,43.970001,88.0,81.239998,104.139999,44.23,87.389999,90.519997
364,6/30/17,80.730003,104.33000200000001,43.959998999999996,90.519997,80.699997,104.120003,44.080002,90.0,81.529999,104.279999,43.959998999999996,89.019997,81.110001,104.07,43.970001,88.0,92.370003
365,7/3/17,82.099998,106.300003,45.66,92.370003,80.730003,104.33000200000001,43.959998999999996,90.519997,80.699997,104.120003,44.080002,90.0,81.529999,104.279999,43.959998999999996,89.019997,90.300003
366,7/5/17,80.849998,104.620003,44.16,90.300003,82.099998,106.300003,45.66,92.370003,80.730003,104.33000200000001,43.959998999999996,90.519997,80.699997,104.120003,44.080002,90.0,88.629997
367,7/6/17,80.120003,103.82,43.310001,88.629997,80.849998,104.620003,44.16,90.300003,82.099998,106.300003,45.66,92.370003,80.730003,104.33000200000001,43.959998999999996,90.519997,88.440002
368,7/7/17,80.220001,103.489998,43.0,88.440002,80.120003,103.82,43.310001,88.629997,80.849998,104.620003,44.16,90.300003,82.099998,106.300003,45.66,92.370003,89.620003
369,7/10/17,80.160004,103.040001,43.240002000000004,89.620003,80.220001,103.489998,43.0,88.440002,80.120003,103.82,43.310001,88.629997,80.849998,104.620003,44.16,90.300003,90.629997
370,7/11/17,80.599998,103.120003,43.349998,90.629997,80.160004,103.040001,43.240002000000004,89.620003,80.220001,103.489998,43.0,88.440002,80.120003,103.82,43.310001,88.629997,90.57
371,7/12/17,80.959999,103.889999,43.240002000000004,90.57,80.599998,103.120003,43.349998,90.629997,80.160004,103.040001,43.240002000000004,89.620003,80.220001,103.489998,43.0,88.440002,91.809998
372,7/13/17,80.970001,104.129997,43.25,91.809998,80.959999,103.889999,43.240002000000004,90.57,80.599998,103.120003,43.349998,90.629997,80.160004,103.040001,43.240002000000004,89.620003,91.870003
373,7/14/17,81.279999,104.440002,43.450001,91.870003,80.970001,104.129997,43.25,91.809998,80.959999,103.889999,43.240002000000004,90.57,80.599998,103.120003,43.349998,90.629997,91.900002
374,7/17/17,80.860001,104.209999,43.189999,91.900002,81.279999,104.440002,43.450001,91.870003,80.970001,104.129997,43.25,91.809998,80.959999,103.889999,43.240002000000004,90.57,91.699997
375,7/18/17,80.599998,103.720001,43.07,91.699997,80.860001,104.209999,43.189999,91.900002,81.279999,104.440002,43.450001,91.870003,80.970001,104.129997,43.25,91.809998,94.309998
376,7/19/17,80.849998,104.459999,43.66,94.309998,80.599998,103.720001,43.07,91.699997,80.860001,104.209999,43.189999,91.900002,81.279999,104.440002,43.450001,91.870003,93.660004
377,7/20/17,80.860001,104.629997,43.23,93.660004,80.849998,104.459999,43.66,94.309998,80.599998,103.720001,43.07,91.699997,80.860001,104.209999,43.189999,91.900002,92.910004
378,7/21/17,80.120003,103.25,42.650002,92.910004,80.860001,104.629997,43.23,93.660004,80.849998,104.459999,43.66,94.309998,80.599998,103.720001,43.07,91.699997,93.309998
379,7/24/17,79.870003,103.199997,42.610001000000004,93.309998,80.120003,103.25,42.650002,92.910004,80.860001,104.629997,43.23,93.660004,80.849998,104.459999,43.66,94.309998,94.870003
380,7/25/17,80.269997,104.389999,43.650002,94.870003,79.870003,103.199997,42.610001000000004,93.309998,80.120003,103.25,42.650002,92.910004,80.860001,104.629997,43.23,93.660004,94.75
381,7/26/17,80.370003,105.120003,43.700001,94.75,80.269997,104.389999,43.650002,94.870003,79.870003,103.199997,42.610001000000004,93.309998,80.120003,103.25,42.650002,92.910004,95.980003
382,7/27/17,80.83000200000001,106.110001,44.66,95.980003,80.370003,105.120003,43.700001,94.75,80.269997,104.389999,43.650002,94.870003,79.870003,103.199997,42.610001000000004,93.309998,95.41999799999999
383,7/28/17,79.599998,108.120003,45.259997999999996,95.41999799999999,80.83000200000001,106.110001,44.66,95.980003,80.370003,105.120003,43.700001,94.75,80.269997,104.389999,43.650002,94.870003,95.139999
384,7/31/17,80.040001,109.190002,45.369999,95.139999,79.599998,108.120003,45.259997999999996,95.41999799999999,80.83000200000001,106.110001,44.66,95.980003,80.370003,105.120003,43.700001,94.75,94.459999
385,8/1/17,80.16999799999999,110.779999,44.75,94.459999,80.040001,109.190002,45.369999,95.139999,79.599998,108.120003,45.259997999999996,95.41999799999999,80.83000200000001,106.110001,44.66,95.980003,92.32
386,8/2/17,80.599998,110.459999,45.610001000000004,92.32,80.16999799999999,110.779999,44.75,94.459999,80.040001,109.190002,45.369999,95.139999,79.599998,108.120003,45.259997999999996,95.41999799999999,88.900002
387,8/3/17,80.489998,109.43,44.91,88.900002,80.599998,110.459999,45.610001000000004,92.32,80.16999799999999,110.779999,44.75,94.459999,80.040001,109.190002,45.369999,95.139999,90.449997
388,8/4/17,80.209999,110.110001,45.560001,90.449997,80.489998,109.43,44.91,88.900002,80.599998,110.459999,45.610001000000004,92.32,80.16999799999999,110.779999,44.75,94.459999,89.66999799999999
389,8/7/17,80.160004,109.779999,45.169998,89.66999799999999,80.209999,110.110001,45.560001,90.449997,80.489998,109.43,44.91,88.900002,80.599998,110.459999,45.610001000000004,92.32,91.150002
390,8/8/17,79.959999,110.349998,45.630001,91.150002,80.160004,109.779999,45.169998,89.66999799999999,80.209999,110.110001,45.560001,90.449997,80.489998,109.43,44.91,88.900002,90.349998
391,8/9/17,80.209999,110.889999,45.650002,90.349998,79.959999,110.349998,45.630001,91.150002,80.160004,109.779999,45.169998,89.66999799999999,80.209999,110.110001,45.560001,90.449997,89.120003
392,8/10/17,78.970001,110.110001,44.970001,89.120003,80.209999,110.889999,45.650002,90.349998,79.959999,110.349998,45.630001,91.150002,80.160004,109.779999,45.169998,89.66999799999999,88.529999
393,8/11/17,78.209999,109.230003,44.790001000000004,88.529999,78.970001,110.110001,44.970001,89.120003,80.209999,110.889999,45.650002,90.349998,79.959999,110.349998,45.630001,91.150002,87.989998
394,8/14/17,78.230003,108.709999,44.540001000000004,87.989998,78.209999,109.230003,44.790001000000004,88.529999,78.970001,110.110001,44.970001,89.120003,80.209999,110.889999,45.650002,90.349998,87.019997
395,8/15/17,78.040001,108.57,44.5,87.019997,78.230003,108.709999,44.540001000000004,87.989998,78.209999,109.230003,44.790001000000004,88.529999,78.970001,110.110001,44.970001,89.120003,84.980003
396,8/16/17,77.470001,106.839996,43.689999,84.980003,78.040001,108.57,44.5,87.019997,78.230003,108.709999,44.540001000000004,87.989998,78.209999,109.230003,44.790001000000004,88.529999,83.379997
397,8/17/17,76.260002,105.91999799999999,43.0,83.379997,77.470001,106.839996,43.689999,84.980003,78.040001,108.57,44.5,87.019997,78.230003,108.709999,44.540001000000004,87.989998,84.089996
398,8/18/17,76.639999,106.480003,43.110001000000004,84.089996,76.260002,105.91999799999999,43.0,83.379997,77.470001,106.839996,43.689999,84.980003,78.040001,108.57,44.5,87.019997,83.690002
399,8/21/17,76.379997,105.779999,42.5,83.690002,76.639999,106.480003,43.110001000000004,84.089996,76.260002,105.91999799999999,43.0,83.379997,77.470001,106.839996,43.689999,84.980003,84.239998
400,8/22/17,76.739998,106.360001,43.189999,84.239998,76.379997,105.779999,42.5,83.690002,76.639999,106.480003,43.110001000000004,84.089996,76.260002,105.91999799999999,43.0,83.379997,85.110001
401,8/23/17,76.610001,106.610001,43.689999,85.110001,76.739998,106.360001,43.189999,84.239998,76.379997,105.779999,42.5,83.690002,76.639999,106.480003,43.110001000000004,84.089996,84.620003
402,8/24/17,76.33000200000001,107.440002,43.299999,84.620003,76.610001,106.610001,43.689999,85.110001,76.739998,106.360001,43.189999,84.239998,76.379997,105.779999,42.5,83.690002,84.510002
403,8/25/17,76.720001,108.230003,43.580002,84.510002,76.33000200000001,107.440002,43.299999,84.620003,76.610001,106.610001,43.689999,85.110001,76.739998,106.360001,43.189999,84.239998,83.400002
404,8/28/17,76.470001,107.760002,43.049999,83.400002,76.720001,108.230003,43.580002,84.510002,76.33000200000001,107.440002,43.299999,84.620003,76.610001,106.610001,43.689999,85.110001,83.150002
405,8/29/17,76.449997,107.860001,42.849998,83.150002,76.470001,107.760002,43.049999,83.400002,76.720001,108.230003,43.580002,84.510002,76.33000200000001,107.440002,43.299999,84.620003,83.66999799999999
406,8/30/17,76.099998,107.730003,43.41,83.66999799999999,76.449997,107.860001,42.849998,83.150002,76.470001,107.760002,43.049999,83.400002,76.720001,108.230003,43.580002,84.510002,84.989998
407,8/31/17,76.33000200000001,107.620003,43.66,84.989998,76.099998,107.730003,43.41,83.66999799999999,76.449997,107.860001,42.849998,83.150002,76.470001,107.760002,43.049999,83.400002,85.650002
408,9/1/17,76.57,108.760002,44.240002000000004,85.650002,76.33000200000001,107.620003,43.66,84.989998,76.099998,107.730003,43.41,83.66999799999999,76.449997,107.860001,42.849998,83.150002,85.870003
409,9/5/17,77.18,109.440002,44.389998999999996,85.870003,76.57,108.760002,44.240002000000004,85.650002,76.33000200000001,107.620003,43.66,84.989998,76.099998,107.730003,43.41,83.66999799999999,87.849998
410,9/6/17,78.779999,111.790001,45.060001,87.849998,77.18,109.440002,44.389998999999996,85.870003,76.57,108.760002,44.240002000000004,85.650002,76.33000200000001,107.620003,43.66,84.989998,88.599998
411,9/7/17,79.029999,111.800003,45.110001000000004,88.599998,78.779999,111.790001,45.060001,87.849998,77.18,109.440002,44.389998999999996,85.870003,76.57,108.760002,44.240002000000004,85.650002,86.779999
412,9/8/17,78.82,110.779999,44.470001,86.779999,79.029999,111.800003,45.110001000000004,88.599998,78.779999,111.790001,45.060001,87.849998,77.18,109.440002,44.389998999999996,85.870003,87.93
413,9/11/17,79.25,112.519997,44.93,87.93,78.82,110.779999,44.470001,86.779999,79.029999,111.800003,45.110001000000004,88.599998,78.779999,111.790001,45.060001,87.849998,88.470001
414,9/12/17,79.5,112.489998,44.93,88.470001,79.25,112.519997,44.93,87.93,78.82,110.779999,44.470001,86.779999,79.029999,111.800003,45.110001000000004,88.599998,91.099998
415,9/13/17,79.769997,114.18,45.560001,91.099998,79.5,112.489998,44.93,88.470001,79.25,112.519997,44.93,87.93,78.82,110.779999,44.470001,86.779999,91.779999
416,9/14/17,80.089996,114.449997,45.830002,91.779999,79.769997,114.18,45.560001,91.099998,79.5,112.489998,44.93,88.470001,79.25,112.519997,44.93,87.93,93.220001
