t,Date,XOM(t),CVX(t),COP(t),EOG(t),XOM(t-1),CVX(t-1),COP(t-1),EOG(t-1),XOM(t-2),CVX(t-2),COP(t-2),EOG(t-2),XOM(t-3),CVX(t-3),COP(t-3),EOG(t-3),Y(t)
1,1/22/16,76.57,83.540001,37.669998,66.019997,74.099998,81.050003,36.91,63.75,73.18,78.980003,34.75,60.240002000000004,76.400002,81.510002,36.400002,60.98,61.59
2,1/25/16,73.980003,80.889999,34.200001,61.59,76.57,83.540001,37.669998,66.019997,74.099998,81.050003,36.91,63.75,73.18,78.980003,34.75,60.240002000000004,66.029999
3,1/26/16,76.699997,84.120003,35.349998,66.029999,73.980003,80.889999,34.200001,61.59,76.57,83.540001,37.669998,66.019997,74.099998,81.050003,36.91,63.75,66.07
4,1/27/16,75.290001,83.290001,36.209998999999996,66.07,76.699997,84.120003,35.349998,66.029999,73.980003,80.889999,34.200001,61.59,76.57,83.540001,37.669998,66.019997,68.629997
5,1/28/16,76.989998,85.91999799999999,38.02,68.629997,75.290001,83.290001,36.209998999999996,66.07,76.699997,84.120003,35.349998,66.029999,73.980003,80.889999,34.200001,61.59,71.019997
6,1/29/16,77.849998,86.470001,39.080002,71.019997,76.989998,85.91999799999999,38.02,68.629997,75.290001,83.290001,36.209998999999996,66.07,76.699997,84.120003,35.349998,66.029999,69.089996
7,2/1/16,76.290001,85.290001,38.599998,69.089996,77.849998,86.470001,39.080002,71.019997,76.989998,85.91999799999999,38.02,68.629997,75.290001,83.290001,36.209998999999996,66.07,67.160004
8,2/2/16,74.589996,81.239998,36.59,67.160004,76.290001,85.290001,38.599998,69.089996,77.849998,86.470001,39.080002,71.019997,76.989998,85.91999799999999,38.02,68.629997,70.190002
9,2/3/16,78.480003,84.620003,38.630001,70.190002,74.589996,81.239998,36.59,67.160004,76.290001,85.290001,38.599998,69.089996,77.849998,86.470001,39.080002,71.019997,68.440002
10,2/4/16,79.83000200000001,84.790001,35.32,68.440002,78.480003,84.620003,38.630001,70.190002,74.589996,81.239998,36.59,67.160004,76.290001,85.290001,38.599998,69.089996,67.059998
11,2/5/16,80.08000200000001,82.879997,32.900002,67.059998,79.83000200000001,84.790001,35.32,68.440002,78.480003,84.620003,38.630001,70.190002,74.589996,81.239998,36.59,67.160004,68.43
12,2/8/16,81.160004,85.989998,34.43,68.43,80.08000200000001,82.879997,32.900002,67.059998,79.83000200000001,84.790001,35.32,68.440002,78.480003,84.620003,38.630001,70.190002,65.589996
13,2/9/16,80.08000200000001,82.91999799999999,33.580002,65.589996,81.160004,85.989998,34.43,68.43,80.08000200000001,82.879997,32.900002,67.059998,79.83000200000001,84.790001,35.32,68.440002,65.790001
14,2/10/16,79.349998,83.040001,32.34,65.790001,80.08000200000001,82.91999799999999,33.580002,65.589996,81.160004,85.989998,34.43,68.43,80.08000200000001,82.879997,32.900002,67.059998,65.559998
15,2/11/16,79.599998,82.989998,31.879998999999998,65.559998,79.349998,83.040001,32.34,65.790001,80.08000200000001,82.91999799999999,33.580002,65.589996,81.160004,85.989998,34.43,68.43,67.699997
16,2/12/16,81.029999,85.43,32.900002,67.699997,79.599998,82.989998,31.879998999999998,65.559998,79.349998,83.040001,32.34,65.790001,80.08000200000001,82.91999799999999,33.580002,65.589996,67.889999
17,2/16/16,81.220001,84.809998,32.759997999999996,67.889999,81.029999,85.43,32.900002,67.699997,79.599998,82.989998,31.879998999999998,65.559998,79.349998,83.040001,32.34,65.790001,70.82
18,2/17/16,82.0,88.309998,33.91,70.82,81.220001,84.809998,32.759997999999996,67.889999,81.029999,85.43,32.900002,67.699997,79.599998,82.989998,31.879998999999998,65.559998,69.459999
19,2/18/16,82.449997,86.730003,33.700001,69.459999,82.0,88.309998,33.91,70.82,81.220001,84.809998,32.759997999999996,67.889999,81.029999,85.43,32.900002,67.699997,69.709999
20,2/19/16,82.5,86.5,32.869999,69.709999,82.449997,86.730003,33.700001,69.459999,82.0,88.309998,33.91,70.82,81.220001,84.809998,32.759997999999996,67.889999,72.209999
21,2/22/16,82.389999,88.82,34.450001,72.209999,82.5,86.5,32.869999,69.709999,82.449997,86.730003,33.700001,69.459999,82.0,88.309998,33.91,70.82,68.019997
22,2/23/16,81.230003,84.910004,32.919998,68.019997,82.389999,88.82,34.450001,72.209999,82.5,86.5,32.869999,69.709999,82.449997,86.730003,33.700001,69.459999,69.519997
23,2/24/16,81.519997,85.269997,32.959998999999996,69.519997,81.230003,84.910004,32.919998,68.019997,82.389999,88.82,34.450001,72.209999,82.5,86.5,32.869999,69.709999,68.5
24,2/25/16,82.010002,85.300003,33.060001,68.5,81.519997,85.269997,32.959998999999996,69.519997,81.230003,84.910004,32.919998,68.019997,82.389999,88.82,34.450001,72.209999,67.5
25,2/26/16,81.75,84.349998,34.119999,67.5,82.010002,85.300003,33.060001,68.5,81.519997,85.269997,32.959998999999996,69.519997,81.230003,84.910004,32.919998,68.019997,64.739998
26,2/29/16,80.150002,83.440002,33.830002,64.739998,81.75,84.349998,34.119999,67.5,82.010002,85.300003,33.060001,68.5,81.519997,85.269997,32.959998999999996,69.519997,65.019997
27,3/1/16,81.279999,86.129997,34.459998999999996,65.019997,80.150002,83.440002,33.830002,64.739998,81.75,84.349998,34.119999,67.5,82.010002,85.300003,33.060001,68.5,67.0
28,3/2/16,82.699997,87.139999,36.490002000000004,67.0,81.279999,86.129997,34.459998999999996,65.019997,80.150002,83.440002,33.830002,64.739998,81.75,84.349998,34.119999,67.5,69.25
29,3/3/16,82.400002,87.529999,38.560001,69.25,82.699997,87.139999,36.490002000000004,67.0,81.279999,86.129997,34.459998999999996,65.019997,80.150002,83.440002,33.830002,64.739998,71.410004
30,3/4/16,82.290001,87.93,41.119999,71.410004,82.400002,87.529999,38.560001,69.25,82.699997,87.139999,36.490002000000004,67.0,81.279999,86.129997,34.459998999999996,65.019997,75.470001
31,3/7/16,84.459999,90.66999799999999,41.400002,75.470001,82.290001,87.93,41.119999,71.410004,82.400002,87.529999,38.560001,69.25,82.699997,87.139999,36.490002000000004,67.0,70.559998
32,3/8/16,82.629997,88.739998,38.619999,70.559998,84.459999,90.66999799999999,41.400002,75.470001,82.290001,87.93,41.119999,71.410004,82.400002,87.529999,38.560001,69.25,72.260002
33,3/9/16,82.400002,92.82,39.049999,72.260002,82.629997,88.739998,38.619999,70.559998,84.459999,90.66999799999999,41.400002,75.470001,82.290001,87.93,41.119999,71.410004,72.269997
34,3/10/16,82.18,93.940002,39.029999,72.269997,82.400002,92.82,39.049999,72.260002,82.629997,88.739998,38.619999,70.559998,84.459999,90.66999799999999,41.400002,75.470001,75.18
35,3/11/16,82.190002,94.58000200000001,40.52,75.18,82.18,93.940002,39.029999,72.269997,82.400002,92.82,39.049999,72.260002,82.629997,88.739998,38.619999,70.559998,74.779999
36,3/14/16,82.410004,94.260002,40.009997999999996,74.779999,82.190002,94.58000200000001,40.52,75.18,82.18,93.940002,39.029999,72.269997,82.400002,92.82,39.049999,72.260002,73.610001
37,3/15/16,82.82,94.269997,39.830002,73.610001,82.410004,94.260002,40.009997999999996,74.779999,82.190002,94.58000200000001,40.52,75.18,82.18,93.940002,39.029999,72.269997,75.040001
38,3/16/16,82.870003,95.400002,41.869999,75.040001,82.82,94.269997,39.830002,73.610001,82.410004,94.260002,40.009997999999996,74.779999,82.190002,94.58000200000001,40.52,75.18,76.5
39,3/17/16,84.099998,96.889999,43.009997999999996,76.5,82.870003,95.400002,41.869999,75.040001,82.82,94.269997,39.830002,73.610001,82.410004,94.260002,40.009997999999996,74.779999,75.629997
40,3/18/16,84.199997,97.690002,43.02,75.629997,84.099998,96.889999,43.009997999999996,76.5,82.870003,95.400002,41.869999,75.040001,82.82,94.269997,39.830002,73.610001,75.959999
41,3/21/16,83.620003,96.440002,42.580002,75.959999,84.199997,97.690002,43.02,75.629997,84.099998,96.889999,43.009997999999996,76.5,82.870003,95.400002,41.869999,75.040001,75.900002
42,3/22/16,84.120003,95.5,41.919998,75.900002,83.620003,96.440002,42.580002,75.959999,84.199997,97.690002,43.02,75.629997,84.099998,96.889999,43.009997999999996,76.5,74.339996
43,3/23/16,83.75,93.589996,39.849998,74.339996,84.120003,95.5,41.919998,75.900002,83.620003,96.440002,42.580002,75.959999,84.199997,97.690002,43.02,75.629997,74.300003
44,3/24/16,83.980003,94.849998,40.040001000000004,74.300003,83.75,93.589996,39.849998,74.339996,84.120003,95.5,41.919998,75.900002,83.620003,96.440002,42.580002,75.959999,74.529999
45,3/28/16,84.220001,94.68,39.68,74.529999,83.980003,94.849998,40.040001000000004,74.300003,83.75,93.589996,39.849998,74.339996,84.120003,95.5,41.919998,75.900002,75.449997
46,3/29/16,84.529999,95.32,39.619999,75.449997,84.220001,94.68,39.68,74.529999,83.980003,94.849998,40.040001000000004,74.300003,83.75,93.589996,39.849998,74.339996,73.660004
47,3/30/16,84.519997,95.25,40.080002,73.660004,84.529999,95.32,39.619999,75.449997,84.220001,94.68,39.68,74.529999,83.980003,94.849998,40.040001000000004,74.300003,72.58000200000001
48,3/31/16,83.589996,95.400002,40.27,72.58000200000001,84.519997,95.25,40.080002,73.660004,84.529999,95.32,39.619999,75.449997,84.220001,94.68,39.68,74.529999,72.040001
49,4/1/16,82.959999,94.260002,39.779999,72.040001,83.589996,95.400002,40.27,72.58000200000001,84.519997,95.25,40.080002,73.660004,84.529999,95.32,39.619999,75.449997,70.309998
50,4/4/16,83.160004,93.43,39.099998,70.309998,82.959999,94.260002,39.779999,72.040001,83.589996,95.400002,40.27,72.58000200000001,84.519997,95.25,40.080002,73.660004,70.540001
51,4/5/16,82.209999,92.66999799999999,39.040001000000004,70.540001,83.160004,93.43,39.099998,70.309998,82.959999,94.260002,39.779999,72.040001,83.589996,95.400002,40.27,72.58000200000001,71.220001
52,4/6/16,83.309998,94.839996,40.75,71.220001,82.209999,92.66999799999999,39.040001000000004,70.540001,83.160004,93.43,39.099998,70.309998,82.959999,94.260002,39.779999,72.040001,71.449997
53,4/7/16,82.370003,94.790001,40.310001,71.449997,83.309998,94.839996,40.75,71.220001,82.209999,92.66999799999999,39.040001000000004,70.540001,83.160004,93.43,39.099998,70.309998,73.470001
54,4/8/16,83.209999,96.33000200000001,41.23,73.470001,82.370003,94.790001,40.310001,71.449997,83.309998,94.839996,40.75,71.220001,82.209999,92.66999799999999,39.040001000000004,70.540001,74.010002
55,4/11/16,83.32,95.239998,41.189999,74.010002,83.209999,96.33000200000001,41.23,73.470001,82.370003,94.790001,40.310001,71.449997,83.309998,94.839996,40.75,71.220001,77.510002
56,4/12/16,84.349998,97.510002,43.470001,77.510002,83.32,95.239998,41.189999,74.010002,83.209999,96.33000200000001,41.23,73.470001,82.370003,94.790001,40.310001,71.449997,77.779999
57,4/13/16,84.83000200000001,97.599998,43.580002,77.779999,84.349998,97.510002,43.470001,77.510002,83.32,95.239998,41.189999,74.010002,83.209999,96.33000200000001,41.23,73.470001,77.809998
58,4/14/16,85.43,97.980003,44.220001,77.809998,84.83000200000001,97.599998,43.580002,77.779999,84.349998,97.510002,43.470001,77.510002,83.32,95.239998,41.189999,74.010002,75.709999
59,4/15/16,84.970001,97.230003,43.700001,75.709999,85.43,97.980003,44.220001,77.809998,84.83000200000001,97.599998,43.580002,77.779999,84.349998,97.510002,43.470001,77.510002,77.440002
60,4/18/16,85.779999,98.699997,45.0,77.440002,84.970001,97.230003,43.700001,75.709999,85.43,97.980003,44.220001,77.809998,84.83000200000001,97.599998,43.580002,77.779999,79.129997
61,4/19/16,86.209999,100.5,47.060001,79.129997,85.779999,98.699997,45.0,77.440002,84.970001,97.230003,43.700001,75.709999,85.43,97.980003,44.220001,77.809998,79.370003
62,4/20/16,86.800003,101.690002,47.080002,79.370003,86.209999,100.5,47.060001,79.129997,85.779999,98.699997,45.0,77.440002,84.970001,97.230003,43.700001,75.709999,79.160004
63,4/21/16,86.790001,101.400002,46.23,79.160004,86.800003,101.690002,47.080002,79.370003,86.209999,100.5,47.060001,79.129997,85.779999,98.699997,45.0,77.440002,80.91999799999999
64,4/22/16,87.529999,102.010002,47.619999,80.91999799999999,86.790001,101.400002,46.23,79.160004,86.800003,101.690002,47.080002,79.370003,86.209999,100.5,47.060001,79.129997,79.760002
65,4/25/16,87.33000200000001,101.510002,46.27,79.760002,87.529999,102.010002,47.619999,80.91999799999999,86.790001,101.400002,46.23,79.160004,86.800003,101.690002,47.080002,79.370003,82.779999
66,4/26/16,87.629997,102.290001,48.080002,82.779999,87.33000200000001,101.510002,46.27,79.760002,87.529999,102.010002,47.619999,80.91999799999999,86.790001,101.400002,46.23,79.160004,84.510002
67,4/27/16,88.459999,103.849998,48.110001000000004,84.510002,87.629997,102.290001,48.080002,82.779999,87.33000200000001,101.510002,46.27,79.760002,87.529999,102.010002,47.619999,80.91999799999999,81.889999
68,4/28/16,88.029999,102.400002,47.669998,81.889999,88.459999,103.849998,48.110001000000004,84.510002,87.629997,102.290001,48.080002,82.779999,87.33000200000001,101.510002,46.27,79.760002,82.620003
69,4/29/16,88.400002,102.18,47.790001000000004,82.620003,88.029999,102.400002,47.669998,81.889999,88.459999,103.849998,48.110001000000004,84.510002,87.629997,102.290001,48.080002,82.779999,82.779999
70,5/2/16,89.129997,103.309998,46.849998,82.779999,88.400002,102.18,47.790001000000004,82.620003,88.029999,102.400002,47.669998,81.889999,88.459999,103.849998,48.110001000000004,84.510002,80.629997
71,5/3/16,88.110001,101.32,45.080002,80.629997,89.129997,103.309998,46.849998,82.779999,88.400002,102.18,47.790001000000004,82.620003,88.029999,102.400002,47.669998,81.889999,79.339996
72,5/4/16,87.940002,100.589996,43.41,79.339996,88.110001,101.32,45.080002,80.629997,89.129997,103.309998,46.849998,82.779999,88.400002,102.18,47.790001000000004,82.620003,81.260002
73,5/5/16,88.040001,101.41999799999999,43.209998999999996,81.260002,87.940002,100.589996,43.41,79.339996,88.110001,101.32,45.080002,80.629997,89.129997,103.309998,46.849998,82.779999,78.68
74,5/6/16,88.510002,101.860001,42.759997999999996,78.68,88.040001,101.41999799999999,43.209998999999996,81.260002,87.940002,100.589996,43.41,79.339996,88.110001,101.32,45.080002,80.629997,78.639999
75,5/9/16,88.57,100.349998,41.650002,78.639999,88.510002,101.860001,42.759997999999996,78.68,88.040001,101.41999799999999,43.209998999999996,81.260002,87.940002,100.589996,43.41,79.339996,79.730003
76,5/10/16,89.989998,101.269997,42.869999,79.730003,88.57,100.349998,41.650002,78.639999,88.510002,101.860001,42.759997999999996,78.68,88.040001,101.41999799999999,43.209998999999996,81.260002,80.32
77,5/11/16,88.809998,101.139999,43.68,80.32,89.989998,101.269997,42.869999,79.730003,88.57,100.349998,41.650002,78.639999,88.510002,101.860001,42.759997999999996,78.68,80.5
78,5/12/16,89.66999799999999,102.120003,43.73,80.5,88.809998,101.139999,43.68,80.32,89.989998,101.269997,42.869999,79.730003,88.57,100.349998,41.650002,78.639999,78.650002
79,5/13/16,88.660004,100.739998,43.02,78.650002,89.66999799999999,102.120003,43.73,80.5,88.809998,101.139999,43.68,80.32,89.989998,101.269997,42.869999,79.730003,80.690002
80,5/16/16,89.57,102.290001,44.080002,80.690002,88.660004,100.739998,43.02,78.650002,89.66999799999999,102.120003,43.73,80.5,88.809998,101.139999,43.68,80.32,81.57
81,5/17/16,89.529999,100.75,43.779999,81.57,89.57,102.290001,44.080002,80.690002,88.660004,100.739998,43.02,78.650002,89.66999799999999,102.120003,43.73,80.5,80.410004
82,5/18/16,89.349998,100.059998,43.34,80.410004,89.529999,100.75,43.779999,81.57,89.57,102.290001,44.080002,80.690002,88.660004,100.739998,43.02,78.650002,80.08000200000001
83,5/19/16,90.110001,99.849998,43.360001000000004,80.08000200000001,89.349998,100.059998,43.34,80.410004,89.529999,100.75,43.779999,81.57,89.57,102.290001,44.080002,80.690002,80.91999799999999
84,5/20/16,89.739998,99.790001,43.580002,80.91999799999999,90.110001,99.849998,43.360001000000004,80.08000200000001,89.349998,100.059998,43.34,80.410004,89.529999,100.75,43.779999,81.57,81.269997
85,5/23/16,89.599998,99.379997,43.59,81.269997,89.739998,99.790001,43.580002,80.91999799999999,90.110001,99.849998,43.360001000000004,80.08000200000001,89.349998,100.059998,43.34,80.410004,82.489998
86,5/24/16,89.66999799999999,100.190002,43.459998999999996,82.489998,89.599998,99.379997,43.59,81.269997,89.739998,99.790001,43.580002,80.91999799999999,90.110001,99.849998,43.360001000000004,80.08000200000001,83.08000200000001
87,5/25/16,90.260002,101.769997,44.900002,83.08000200000001,89.66999799999999,100.190002,43.459998999999996,82.489998,89.599998,99.379997,43.59,81.269997,89.739998,99.790001,43.580002,80.91999799999999,82.300003
88,5/26/16,89.800003,101.5,44.73,82.300003,90.260002,101.769997,44.900002,83.08000200000001,89.66999799999999,100.190002,43.459998999999996,82.489998,89.599998,99.379997,43.59,81.269997,81.57
89,5/27/16,90.010002,102.019997,44.330002,81.57,89.800003,101.5,44.73,82.300003,90.260002,101.769997,44.900002,83.08000200000001,89.66999799999999,100.190002,43.459998999999996,82.489998,81.360001
90,5/31/16,89.019997,101.0,43.790001000000004,81.360001,90.010002,102.019997,44.330002,81.57,89.800003,101.5,44.73,82.300003,90.260002,101.769997,44.900002,83.08000200000001,80.75
91,6/1/16,89.239998,101.129997,44.060001,80.75,89.019997,101.0,43.790001000000004,81.360001,90.010002,102.019997,44.330002,81.57,89.800003,101.5,44.73,82.300003,80.489998
92,6/2/16,88.529999,100.529999,44.380001,80.489998,89.239998,101.129997,44.060001,80.75,89.019997,101.0,43.790001000000004,81.360001,90.010002,102.019997,44.330002,81.57,79.709999
93,6/3/16,88.370003,100.660004,44.18,79.709999,88.529999,100.529999,44.380001,80.489998,89.239998,101.129997,44.060001,80.75,89.019997,101.0,43.790001000000004,81.360001,81.269997
94,6/6/16,89.339996,101.16999799999999,45.52,81.269997,88.370003,100.660004,44.18,79.709999,88.529999,100.529999,44.380001,80.489998,89.239998,101.129997,44.060001,80.75,85.41999799999999
95,6/7/16,90.709999,103.32,47.540001000000004,85.41999799999999,89.339996,101.16999799999999,45.52,81.269997,88.370003,100.660004,44.18,79.709999,88.529999,100.529999,44.380001,80.489998,85.360001
96,6/8/16,90.790001,103.089996,47.490002000000004,85.360001,90.709999,103.32,47.540001000000004,85.41999799999999,89.339996,101.16999799999999,45.52,81.269997,88.370003,100.660004,44.18,79.709999,84.58000200000001
97,6/9/16,90.66999799999999,102.809998,46.57,84.58000200000001,90.790001,103.089996,47.490002000000004,85.360001,90.709999,103.32,47.540001000000004,85.41999799999999,89.339996,101.16999799999999,45.52,81.269997,81.559998
98,6/10/16,89.980003,101.980003,44.509997999999996,81.559998,90.66999799999999,102.809998,46.57,84.58000200000001,90.790001,103.089996,47.490002000000004,85.360001,90.709999,103.32,47.540001000000004,85.41999799999999,81.389999
99,6/13/16,90.589996,102.099998,43.880001,81.389999,89.980003,101.980003,44.509997999999996,81.559998,90.66999799999999,102.809998,46.57,84.58000200000001,90.790001,103.089996,47.490002000000004,85.360001,82.980003
100,6/14/16,90.43,101.279999,44.32,82.980003,90.589996,102.099998,43.880001,81.389999,89.980003,101.980003,44.509997999999996,81.559998,90.66999799999999,102.809998,46.57,84.58000200000001,82.440002
101,6/15/16,90.160004,100.629997,43.709998999999996,82.440002,90.43,101.279999,44.32,82.980003,90.589996,102.099998,43.880001,81.389999,89.980003,101.980003,44.509997999999996,81.559998,80.18
102,6/16/16,91.220001,101.07,43.16,80.18,90.160004,100.629997,43.709998999999996,82.440002,90.43,101.279999,44.32,82.980003,90.589996,102.099998,43.880001,81.389999,80.889999
103,6/17/16,90.720001,101.57,44.150002,80.889999,91.220001,101.07,43.16,80.18,90.160004,100.629997,43.709998999999996,82.440002,90.43,101.279999,44.32,82.980003,83.190002
104,6/20/16,91.120003,102.610001,44.689999,83.190002,90.720001,101.57,44.150002,80.889999,91.220001,101.07,43.16,80.18,90.160004,100.629997,43.709998999999996,82.440002,84.910004
105,6/21/16,91.529999,103.239998,44.799999,84.910004,91.120003,102.610001,44.689999,83.190002,90.720001,101.57,44.150002,80.889999,91.220001,101.07,43.16,80.18,83.599998
106,6/22/16,91.16999799999999,102.290001,43.990002000000004,83.599998,91.529999,103.239998,44.799999,84.910004,91.120003,102.610001,44.689999,83.190002,90.720001,101.57,44.150002,80.889999,84.5
107,6/23/16,91.800003,104.440002,45.630001,84.5,91.16999799999999,102.290001,43.990002000000004,83.599998,91.529999,103.239998,44.799999,84.910004,91.120003,102.610001,44.689999,83.190002,81.059998
108,6/24/16,89.389999,101.900002,43.169998,81.059998,91.800003,104.440002,45.630001,84.5,91.16999799999999,102.290001,43.990002000000004,83.599998,91.529999,103.239998,44.799999,84.910004,78.589996
109,6/27/16,88.860001,100.360001,40.779999,78.589996,89.389999,101.900002,43.169998,81.059998,91.800003,104.440002,45.630001,84.5,91.16999799999999,102.290001,43.990002000000004,83.599998,81.75
110,6/28/16,90.910004,101.629997,41.950001,81.75,88.860001,100.360001,40.779999,78.589996,89.389999,101.900002,43.169998,81.059998,91.800003,104.440002,45.630001,84.5,83.440002
111,6/29/16,92.459999,103.41999799999999,43.91,83.440002,90.910004,101.629997,41.950001,81.75,88.860001,100.360001,40.779999,78.589996,89.389999,101.900002,43.169998,81.059998,83.41999799999999
112,6/30/16,93.739998,104.83000200000001,43.599998,83.41999799999999,92.459999,103.41999799999999,43.91,83.440002,90.910004,101.629997,41.950001,81.75,88.860001,100.360001,40.779999,78.589996,84.779999
113,7/1/16,93.839996,104.150002,43.509997999999996,84.779999,93.739998,104.83000200000001,43.599998,83.41999799999999,92.459999,103.41999799999999,43.91,83.440002,90.910004,101.629997,41.950001,81.75,82.760002
114,7/5/16,93.019997,103.57,41.700001,82.760002,93.839996,104.150002,43.509997999999996,84.779999,93.739998,104.83000200000001,43.599998,83.41999799999999,92.459999,103.41999799999999,43.91,83.440002,82.760002
115,7/6/16,94.089996,104.58000200000001,41.900002,82.760002,93.019997,103.57,41.700001,82.760002,93.839996,104.150002,43.509997999999996,84.779999,93.739998,104.83000200000001,43.599998,83.41999799999999,81.610001
116,7/7/16,92.959999,103.050003,41.509997999999996,81.610001,94.089996,104.58000200000001,41.900002,82.760002,93.019997,103.57,41.700001,82.760002,93.839996,104.150002,43.509997999999996,84.779999,82.540001
117,7/8/16,93.540001,104.769997,42.299999,82.540001,92.959999,103.050003,41.509997999999996,81.610001,94.089996,104.58000200000001,41.900002,82.760002,93.019997,103.57,41.700001,82.760002,82.900002
118,7/11/16,93.889999,105.389999,42.450001,82.900002,93.540001,104.769997,42.299999,82.540001,92.959999,103.050003,41.509997999999996,81.610001,94.089996,104.58000200000001,41.900002,82.760002,85.139999
119,7/12/16,94.949997,106.779999,43.799999,85.139999,93.889999,105.389999,42.450001,82.900002,93.540001,104.769997,42.299999,82.540001,92.959999,103.050003,41.509997999999996,81.610001,83.839996
120,7/13/16,94.879997,106.650002,42.869999,83.839996,94.949997,106.779999,43.799999,85.139999,93.889999,105.389999,42.450001,82.900002,93.540001,104.769997,42.299999,82.540001,84.629997
121,7/14/16,94.949997,106.699997,43.02,84.629997,94.879997,106.650002,42.869999,83.839996,94.949997,106.779999,43.799999,85.139999,93.889999,105.389999,42.450001,82.900002,84.099998
122,7/15/16,95.120003,107.029999,42.939999,84.099998,94.949997,106.699997,43.02,84.629997,94.879997,106.650002,42.869999,83.839996,94.949997,106.779999,43.799999,85.139999,83.25
123,7/18/16,94.82,106.089996,42.709998999999996,83.25,95.120003,107.029999,42.939999,84.099998,94.949997,106.699997,43.02,84.629997,94.879997,106.650002,42.869999,83.839996,82.040001
124,7/19/16,94.470001,106.040001,41.91,82.040001,94.82,106.089996,42.709998999999996,83.25,95.120003,107.029999,42.939999,84.099998,94.949997,106.699997,43.02,84.629997,82.110001
125,7/20/16,93.93,105.589996,42.029999,82.110001,94.470001,106.040001,41.91,82.040001,94.82,106.089996,42.709998999999996,83.25,95.120003,107.029999,42.939999,84.099998,81.489998
126,7/21/16,93.849998,105.389999,41.040001000000004,81.489998,93.93,105.589996,42.029999,82.110001,94.470001,106.040001,41.91,82.040001,94.82,106.089996,42.709998999999996,83.25,80.980003
127,7/22/16,94.010002,105.660004,40.759997999999996,80.980003,93.849998,105.389999,41.040001000000004,81.489998,93.93,105.589996,42.029999,82.110001,94.470001,106.040001,41.91,82.040001,78.75
128,7/25/16,92.199997,103.07,40.240002000000004,78.75,94.010002,105.660004,40.759997999999996,80.980003,93.849998,105.389999,41.040001000000004,81.489998,93.93,105.589996,42.029999,82.110001,80.449997
129,7/26/16,91.529999,102.68,40.790001000000004,80.449997,92.199997,103.07,40.240002000000004,78.75,94.010002,105.660004,40.759997999999996,80.980003,93.849998,105.389999,41.040001000000004,81.489998,79.779999
130,7/27/16,90.910004,102.260002,40.07,79.779999,91.529999,102.68,40.790001000000004,80.449997,92.199997,103.07,40.240002000000004,78.75,94.010002,105.660004,40.759997999999996,80.980003,79.900002
131,7/28/16,90.199997,101.790001,40.259997999999996,79.900002,90.910004,102.260002,40.07,79.779999,91.529999,102.68,40.790001000000004,80.449997,92.199997,103.07,40.240002000000004,78.75,81.699997
132,7/29/16,88.949997,102.480003,40.82,81.699997,90.199997,101.790001,40.259997999999996,79.900002,90.910004,102.260002,40.07,79.779999,91.529999,102.68,40.790001000000004,80.449997,78.699997
133,8/1/16,85.860001,99.110001,39.610001000000004,78.699997,88.949997,102.480003,40.82,81.699997,90.199997,101.790001,40.259997999999996,79.900002,90.910004,102.260002,40.07,79.779999,79.889999
134,8/2/16,87.040001,99.589996,39.790001000000004,79.889999,85.860001,99.110001,39.610001000000004,78.699997,88.949997,102.480003,40.82,81.699997,90.199997,101.790001,40.259997999999996,79.900002,82.370003
135,8/3/16,87.489998,100.610001,40.310001,82.370003,87.040001,99.589996,39.790001000000004,79.889999,85.860001,99.110001,39.610001000000004,78.699997,88.949997,102.480003,40.82,81.699997,84.239998
136,8/4/16,87.480003,100.389999,40.099998,84.239998,87.489998,100.610001,40.310001,82.370003,87.040001,99.589996,39.790001000000004,79.889999,85.860001,99.110001,39.610001000000004,78.699997,90.160004
137,8/5/16,87.559998,100.510002,40.599998,90.160004,87.480003,100.389999,40.099998,84.239998,87.489998,100.610001,40.310001,82.370003,87.040001,99.589996,39.790001000000004,79.889999,90.660004
138,8/8/16,88.589996,101.199997,41.560001,90.660004,87.559998,100.510002,40.599998,90.160004,87.480003,100.389999,40.099998,84.239998,87.489998,100.610001,40.310001,82.370003,90.379997
139,8/9/16,88.699997,101.32,41.240002000000004,90.379997,88.589996,101.199997,41.560001,90.660004,87.559998,100.510002,40.599998,90.160004,87.480003,100.389999,40.099998,84.239998,89.41999799999999
140,8/10/16,86.410004,100.139999,40.599998,89.41999799999999,88.699997,101.32,41.240002000000004,90.379997,88.589996,101.199997,41.560001,90.660004,87.559998,100.510002,40.599998,90.160004,90.279999
141,8/11/16,86.720001,101.400002,41.389998999999996,90.279999,86.410004,100.139999,40.599998,89.41999799999999,88.699997,101.32,41.240002000000004,90.379997,88.589996,101.199997,41.560001,90.660004,91.199997
142,8/12/16,87.849998,102.160004,41.369999,91.199997,86.720001,101.400002,41.389998999999996,90.279999,86.410004,100.139999,40.599998,89.41999799999999,88.699997,101.32,41.240002000000004,90.379997,90.550003
143,8/15/16,87.809998,102.769997,42.18,90.550003,87.849998,102.160004,41.369999,91.199997,86.720001,101.400002,41.389998999999996,90.279999,86.410004,100.139999,40.599998,89.41999799999999,90.260002
144,8/16/16,87.91999799999999,102.620003,42.860001000000004,90.260002,87.809998,102.769997,42.18,90.550003,87.849998,102.160004,41.369999,91.199997,86.720001,101.400002,41.389998999999996,90.279999,90.220001
